index,label,mls,msp,energy,mahalanobis
7283,42,-6.062077522277832,0.11292291786872799,-6.181900920661587,3545.726793334788
7289,48,-5.341187477111816,0.11243270658446758,-5.460458414052047,3233.7385330275056
7407,42,-5.92396354675293,0.18448946679106015,-6.127904487498749,3602.7517239118242
7427,42,-5.57055139541626,0.08942461697415283,-5.6642299856586025,2949.143506508566
7507,89,-5.269886016845703,0.13358781915310114,-5.413280541090652,3273.0871114913616
7567,13,-4.820372104644775,0.1663964923134208,-5.002369504759288,4129.589881690326
7640,48,-4.4038262367248535,0.1474375628872301,-4.563335069216258,2814.560889512255
7800,15,-5.291658878326416,0.19800520783035724,-5.512312043017183,2946.7496721059906
8026,89,-5.545968532562256,0.08673847633846565,-5.636701527649641,3148.36305172118
8231,15,-5.309104919433594,0.07264817628169029,-5.384527175491211,2646.7073754497305
8381,34,-5.127286434173584,0.05796591041247556,-5.187000250712359,2297.5764815208486
8457,48,-5.168118953704834,0.12451422670723011,-5.301095330901466,3332.1450483021035
8519,58,-5.522381782531738,0.09285650502053255,-5.619836415555726,2739.479374144573
8535,97,-6.799097537994385,0.471896973036552,-7.437561425480311,3624.29447979455
8598,15,-4.595890522003174,0.4282051742515369,-5.154865570196344,3071.499203887405
8672,34,-5.78143310546875,0.18228645573072455,-5.982676299558968,3605.19395468234
8695,42,-5.445201873779297,0.20222870571513363,-5.6711351950293825,2708.7332501104065
8732,15,-5.3622612953186035,0.1181722239824432,-5.488019802646914,3251.876703342423
8762,34,-4.940816402435303,0.2845029561531597,-5.275594214020189,2726.8156884354894
8774,42,-5.347903251647949,0.12766802086494466,-5.484488469155512,2996.5797294817576
8904,42,-5.552199363708496,0.3629118944121049,-6.00304668335808,3958.9044385655616
8920,13,-4.944188594818115,0.08531923770692729,-5.03336876307106,3310.497341294472
9017,48,-5.686349868774414,0.13859580002631489,-5.835541299395368,3123.8578856668705
9027,13,-4.393834114074707,0.14748062026268816,-4.553393451327867,2598.528276744707
9058,42,-5.081326007843018,0.15607893704329434,-5.25102232390563,2970.794214618985
9266,15,-6.941205978393555,0.10391930493757862,-7.050930787002455,3095.5835400913697
9318,42,-5.390286445617676,0.09488448967752572,-5.48997915332919,2958.774745610722
9531,15,-5.6608428955078125,0.20790887329641938,-5.893921730325132,3041.45220736969
9676,58,-5.679723262786865,0.31967627654863995,-6.064909792982258,3294.35285279414
9807,89,-6.238795757293701,0.19111877457552773,-6.450898946529358,2795.636458065818
9833,48,-5.639490127563477,0.02069138059850706,-5.660398574263099,1344.6900640268345
9922,89,-4.776019096374512,0.08347310806909003,-4.863182966520548,2292.9484918723897
9948,97,-4.595522880554199,0.19938631793347217,-4.8178996233580555,2784.1216511780094
