x,y,condition,label,official_test_index
21.755775,-8.356189,clean,5,2458
-32.375523,-22.303679,clean,2,4921
-58.856865,6.6753793,clean,8,3015
-45.8036,17.034248,clean,8,7476
-45.189922,-17.98608,clean,2,1520
-10.282186,-33.335114,clean,6,6713
9.687811,31.5484,clean,1,1852
26.452938,12.112805,clean,5,2268
-59.569046,1.6196258,clean,8,151
8.453459,-41.560818,clean,6,890
-2.5879505,20.10556,clean,1,825
50.77674,1.5096073,clean,3,2536
-38.630623,-38.019978,clean,2,470
3.980805,29.272781,clean,1,5256
-12.978332,-3.7741518,clean,9,2011
-30.228067,40.358387,clean,0,7150
2.5603983,-44.70833,clean,6,449
34.733967,-34.76826,clean,4,2704
-44.023205,20.00535,clean,0,3437
47.994015,-12.612477,clean,3,3375
-55.61393,5.9879856,clean,8,4552
8.113791,-36.268375,clean,6,920
-43.70665,21.325335,clean,0,2242
-57.533382,4.067326,clean,8,2745
21.771868,45.724415,clean,7,1032
38.627045,-2.559152,clean,3,365
12.003974,-14.8007145,clean,5,4850
-18.984924,38.29467,clean,0,4819
8.641373,-33.325752,clean,6,7338
-33.536118,43.437435,clean,0,7372
-1.6350007,20.996552,clean,1,1090
26.940742,-31.317091,clean,4,5062
-40.213764,-28.325731,clean,2,981
19.383192,-25.937288,clean,6,5857
5.406619,13.671111,clean,1,1986
13.07747,12.528307,clean,1,5560
-45.979626,-29.534885,clean,2,1814
-57.76744,5.255304,clean,8,194
8.2973,33.615868,clean,1,1993
-45.080982,-28.902239,clean,2,5333
-59.656204,6.3295875,clean,8,4311
-39.529522,-32.081173,clean,2,7425
22.276934,7.317865,clean,5,3889
41.345646,28.77958,clean,7,4308
18.377441,-15.556086,clean,4,1960
-25.958717,29.672194,clean,0,4399
-9.998151,-32.740543,clean,6,3191
17.344965,-14.019038,clean,5,1626
51.61046,4.0936055,clean,3,176
5.466409,-33.552,clean,6,7726
3.8517842,-10.76895,clean,5,2334
-32.283993,41.679882,clean,0,1648
23.130955,45.996376,clean,7,6084
-20.137321,34.298557,clean,0,3455
-19.59589,-12.823523,clean,9,1468
37.976036,41.897854,clean,7,1296
23.644867,-42.300503,clean,4,5213
-14.538725,-0.2567717,clean,9,7047
-20.606876,-11.995866,clean,9,5360
-31.063217,-19.343775,clean,2,5824
-45.158504,7.0222616,clean,8,7460
47.82225,28.869476,clean,7,4791
-46.931545,-24.263264,clean,2,6692
-33.205162,2.2659497,clean,9,6931
-57.855995,9.203262,clean,8,667
8.096723,-44.839848,clean,6,7781
32.5482,8.744324,clean,3,7793
-14.079251,2.1450865,clean,9,1411
30.085207,27.19464,clean,7,1473
1.9695898,0.25835457,clean,5,7130
37.84182,19.081154,clean,7,1956
14.152575,8.119174,clean,5,6716
22.4898,-7.388178,clean,5,4106
-0.58839595,-44.573483,clean,6,3494
30.550226,-28.325493,clean,4,691
16.337564,10.94593,clean,1,5220
46.05362,0.3362509,clean,3,4908
3.9177213,40.976997,clean,1,7029
-24.201513,37.927113,clean,0,4130
-22.439636,4.97106,clean,9,7938
11.438179,7.3572383,clean,5,5101
-14.9954195,1.0243431,clean,9,1515
34.137325,-41.764614,clean,4,3287
-60.03325,0.31834012,clean,8,716
23.506615,45.378338,clean,7,4236
14.733284,-31.747267,clean,6,5408
10.49153,-0.8543644,clean,5,5496
26.597387,-41.979763,clean,4,3365
29.514772,0.005760704,clean,3,4323
28.553186,-45.04432,clean,4,5467
6.684471,-0.14169003,clean,5,1644
-54.832794,22.16905,clean,8,3948
49.793644,28.14149,clean,7,6726
-37.27752,-20.336456,clean,2,5395
28.572802,24.781786,clean,7,1579
-26.491575,33.54096,clean,0,5918
20.421,-2.1532774,clean,5,7041
36.743015,-36.640545,clean,4,506
-0.42867556,-34.70352,clean,6,4011
-13.5446205,-6.1165195,clean,9,5981
-40.670147,-36.41252,clean,2,409
16.363863,19.011307,clean,1,6954
-10.8265505,-31.926958,clean,6,7555
-33.068157,42.88146,clean,0,3965
-31.255455,0.15924445,clean,9,7266
-33.881172,44.385696,clean,0,4785
-40.515385,-26.56808,clean,2,6028
-49.10472,-23.972408,clean,2,6503
11.991222,2.0910287,clean,5,6414
-8.759003,-32.5161,clean,6,5382
3.29383,40.845924,clean,1,6836
19.846138,-41.71793,clean,4,6508
27.206285,-34.55279,clean,4,3994
-23.01772,4.6658664,clean,9,3942
48.67164,29.04534,clean,7,3542
34.532944,-1.4072478,clean,3,6952
25.573092,-11.837108,clean,5,4290
-57.17276,24.001368,clean,8,7446
10.538095,11.70001,clean,1,6169
0.8391528,22.194986,clean,1,1109
23.274183,-25.94521,clean,4,3179
48.226006,29.857073,clean,7,7835
11.179179,13.424749,clean,1,7390
26.46733,10.6812105,clean,5,568
28.510628,-34.35615,clean,4,4629
-49.945015,18.93612,clean,8,7138
-22.774158,2.8410368,clean,9,5284
-37.347843,37.637997,clean,0,3
13.36315,25.20676,clean,1,2690
3.7586298,-47.02607,clean,6,5858
36.54084,-35.003113,clean,4,1266
25.512035,-32.434563,clean,4,3034
-22.313814,-4.48825,clean,9,2655
37.481293,43.775772,clean,7,6190
-53.116047,10.817295,clean,8,4170
-14.058009,0.38041386,clean,9,7380
-20.228495,-13.571946,clean,9,7752
-28.625185,12.01146,clean,9,3996
49.202576,4.101,clean,3,1204
-23.111967,5.5610304,clean,9,1654
2.779307,-47.80807,clean,6,4746
39.19589,-1.6535667,clean,3,4590
-35.847664,31.885254,clean,0,562
9.950933,-38.44332,clean,6,7108
-28.260752,32.61598,clean,0,5999
-34.646183,-21.522406,clean,2,1403
41.562244,31.765493,clean,7,4403
-44.431698,-22.328642,clean,2,6332
-35.441807,-23.69136,clean,2,6264
-14.914157,-0.68057716,clean,9,303
40.391235,-2.5063493,clean,3,791
-44.41018,-30.273338,clean,2,3067
-48.02733,18.36494,clean,0,484
39.176632,-4.482997,clean,3,1370
-39.709072,5.5722756,clean,8,4069
-35.75615,44.19327,clean,0,7373
51.24248,-3.5349598,clean,3,4330
7.3770266,6.672391,clean,5,5701
-36.018673,41.957165,clean,0,7465
49.159237,-11.4496765,clean,3,1531
-58.066254,6.9735503,clean,8,4676
49.03358,-8.068045,clean,3,4531
-57.924007,22.90247,clean,8,706
-56.22341,22.542007,clean,8,2844
-31.355978,-21.690462,clean,2,3755
37.237595,44.48404,clean,7,5848
-20.64699,-13.096139,clean,9,2114
-37.83929,34.37061,clean,0,3876
39.51863,-2.2552967,clean,3,677
41.311207,3.1202757,clean,1,2116
34.811844,28.044563,clean,7,4661
-5.6108074,-25.150375,clean,6,2676
-30.802788,34.38241,clean,0,3025
-32.879585,-2.7299023,clean,9,4449
3.1949708,-44.28549,clean,6,977
-57.16181,1.4226922,clean,8,4990
-35.40663,40.740032,clean,0,7309
48.51588,30.574802,clean,7,1048
48.128323,-15.514962,clean,3,3276
-6.2661843,-23.753805,clean,2,5512
35.021282,-40.09261,clean,4,7692
4.181374,39.530834,clean,1,1436
-20.084097,-14.8054085,clean,9,7544
49.234318,-3.1998005,clean,3,3383
-20.9806,35.096035,clean,0,1977
-44.68771,22.29587,clean,0,2750
1.047122,-45.654144,clean,6,7996
5.811859,-0.32287115,clean,5,6989
26.217648,5.2641954,clean,3,1431
25.638903,0.4750132,clean,3,7416
10.880057,1.6742117,clean,5,4547
-26.759413,38.68367,clean,0,42
-21.492859,36.167835,clean,0,5117
-0.71449757,-33.14912,clean,6,4411
26.052694,-43.321854,clean,4,5789
-39.19481,-24.135996,clean,2,483
23.641918,42.646236,clean,7,6650
49.30977,5.743727,clean,3,4881
46.558807,-4.4056735,clean,3,391
47.096836,29.402943,clean,7,370
-22.894316,-5.3989067,clean,9,419
-23.047808,6.840897,clean,9,3318
-34.498768,17.625772,clean,8,4355
30.409115,-44.089607,clean,4,5402
8.169308,-23.538282,clean,5,5332
-25.498446,-6.3418636,clean,9,239
-38.219463,-37.578667,clean,2,6271
-56.58655,7.291524,clean,8,1129
24.646536,-11.268367,clean,5,2391
-29.28841,-8.099287,clean,9,191
-16.786728,-1.0661247,clean,9,5447
28.411268,-29.245132,clean,4,6528
49.276825,1.6587677,grayscale,3,632
-25.974709,2.1732647,grayscale,9,131
20.640795,44.78807,grayscale,7,7081
-10.811814,-2.7322898,grayscale,9,1836
-34.174496,42.49071,grayscale,0,6437
-21.14131,39.89611,grayscale,0,6609
40.86483,20.855032,grayscale,7,3467
47.104706,1.3493136,grayscale,3,1401
-41.824524,-27.589413,grayscale,2,1839
45.29561,-4.3240848,grayscale,3,4168
-34.33603,-25.126932,grayscale,2,35
-56.65234,16.162556,grayscale,8,4177
32.93646,29.041647,grayscale,7,7270
11.279201,-13.221377,grayscale,5,2265
36.55445,40.506268,grayscale,7,3288
-58.14477,13.095536,grayscale,8,5451
46.65798,-13.3851,grayscale,3,4023
-3.3840516,18.16507,grayscale,1,261
3.1454082,-8.257723,grayscale,5,4570
17.683874,-0.82657546,grayscale,5,4966
6.070939,31.910938,grayscale,1,7955
30.501108,-31.724499,grayscale,4,6288
-57.97603,12.272252,grayscale,8,7810
44.429745,29.504326,grayscale,7,1927
4.329173,13.196573,grayscale,1,1871
19.9684,-6.358031,grayscale,5,6922
29.690475,-31.627073,grayscale,4,3512
7.8038983,-37.758568,grayscale,6,4754
-28.300985,-17.06263,grayscale,2,714
-56.71812,16.405016,grayscale,8,2191
-27.223347,36.73642,grayscale,0,4615
-60.12588,13.366821,grayscale,8,4662
-27.027811,-0.43677726,grayscale,9,5915
12.95126,-35.56679,grayscale,4,766
-38.612247,-36.57231,grayscale,2,5218
-61.225014,13.099916,grayscale,8,2340
-47.70474,12.977683,grayscale,8,1954
-58.205433,19.622904,grayscale,8,7875
0.054561846,-47.33041,grayscale,6,3418
-27.178844,2.242408,grayscale,9,5572
21.479603,44.55491,grayscale,7,5977
-0.18702699,19.067125,grayscale,1,5123
-12.606599,-1.472877,grayscale,9,5851
-11.372685,1.189515,grayscale,9,4094
29.873156,-33.191845,grayscale,6,4254
43.91604,28.724264,grayscale,7,2501
6.784961,34.681683,grayscale,1,6938
34.05821,-33.732574,grayscale,4,171
15.927512,3.8627677,grayscale,3,4215
-61.7542,11.65584,grayscale,8,5705
33.25216,-39.116722,grayscale,4,3458
36.70488,38.760204,grayscale,7,1220
-56.36971,14.986296,grayscale,8,962
6.738195,7.0973043,grayscale,5,2950
14.6984005,-15.082813,grayscale,5,2623
-23.137146,37.075703,grayscale,0,4539
-31.295658,41.036842,grayscale,0,1553
13.490762,-37.039726,grayscale,4,4740
-24.659264,35.749153,grayscale,0,6844
35.013348,31.943897,grayscale,7,2668
34.03744,32.252487,grayscale,7,3153
28.90026,-25.966879,grayscale,4,5135
42.380016,10.659373,grayscale,3,2291
5.1491094,25.58709,grayscale,1,116
41.9964,8.003551,grayscale,3,7797
41.93001,9.794653,grayscale,3,4609
-26.85631,27.697033,grayscale,0,81
7.10775,-26.686968,grayscale,6,5580
-47.41544,-22.252178,grayscale,2,3024
24.34857,11.267543,grayscale,5,2766
-56.337383,16.237179,grayscale,8,5000
18.71514,-30.256893,grayscale,6,2610
-32.36207,19.847454,grayscale,0,2024
21.941175,-37.37301,grayscale,4,6097
-2.0222836,-29.13492,grayscale,6,964
-28.390207,35.482857,grayscale,0,7634
-59.384834,14.169985,grayscale,8,6434
-39.21193,-36.38082,grayscale,2,5183
-42.154568,18.725344,grayscale,0,6986
21.089806,-10.2542515,grayscale,5,645
-24.889307,37.012684,grayscale,0,3347
-33.326797,-22.92515,grayscale,2,5677
-58.407196,15.394013,grayscale,8,3412
4.598677,30.591194,grayscale,1,3937
10.75077,-30.40953,grayscale,6,873
-19.304811,-3.4041505,grayscale,9,2167
52.905212,3.4306319,grayscale,3,6490
29.686783,-1.8347039,grayscale,3,738
-41.419186,-28.92788,grayscale,2,6616
-2.3567166,-29.374857,grayscale,6,4093
-21.588314,-8.344895,grayscale,9,5788
-61.150723,-1.0710453,grayscale,8,7818
19.889688,22.007736,grayscale,1,304
-46.969177,-19.636805,grayscale,2,2082
35.703533,30.581888,grayscale,7,2746
32.684093,-29.46097,grayscale,4,7944
-45.09515,9.733383,grayscale,8,6689
-36.51173,4.509985,grayscale,9,2414
6.261959,-36.592052,grayscale,6,3779
17.111391,19.737307,grayscale,1,2095
-26.573816,35.900925,grayscale,0,7262
-55.73467,24.981537,grayscale,8,5694
24.784239,11.86196,grayscale,5,7413
-2.5972064,19.36961,grayscale,1,6805
31.861698,32.89415,grayscale,7,3446
35.50816,24.537262,grayscale,5,2807
30.866238,-34.87227,grayscale,4,7940
36.424896,40.708015,grayscale,7,4172
25.508911,3.2696755,grayscale,3,7744
-38.371716,-28.196747,grayscale,2,1586
-58.62087,14.882199,grayscale,8,7999
10.562788,24.500908,grayscale,1,6349
0.91937786,21.375471,grayscale,1,6594
-57.776825,22.444193,grayscale,8,2109
6.7168307,32.644623,grayscale,1,3079
18.269827,22.191183,grayscale,1,2070
9.606483,1.1035031,grayscale,5,319
-30.892967,42.38462,grayscale,0,2888
2.3959484,-9.545469,grayscale,5,6224
18.354624,6.8702116,grayscale,5,3353
-38.004375,-26.194206,grayscale,2,6244
34.644127,32.75716,grayscale,7,4704
2.861791,-8.594081,grayscale,5,2427
-26.592518,-11.197254,grayscale,9,7995
32.773537,-33.41981,grayscale,4,1124
4.7289815,14.173879,grayscale,1,6733
-12.291761,-0.4743267,grayscale,9,2062
-27.939981,-1.7071425,grayscale,9,805
44.482304,-11.66823,grayscale,3,2028
-34.3952,-24.25971,grayscale,2,2392
-2.9937882,-30.053862,grayscale,6,3292
42.536137,29.577374,grayscale,7,1440
10.878529,14.702804,grayscale,1,1115
-61.309708,-0.831982,grayscale,8,4242
-46.25033,11.637981,grayscale,8,2230
-34.03415,-27.21159,grayscale,2,3163
-10.898977,-34.075626,grayscale,6,545
13.171136,-8.006127,grayscale,5,3863
32.39167,34.899498,grayscale,7,4748
21.07332,-36.713463,grayscale,4,2399
10.603319,-36.683056,grayscale,6,4341
36.14034,-32.905663,grayscale,4,3078
26.597439,-38.248486,grayscale,4,3763
-1.701155,-44.0445,grayscale,6,2958
-9.0479145,-33.700115,grayscale,6,6381
-55.008884,12.262978,grayscale,8,1640
-59.968372,14.168082,grayscale,8,1783
48.37324,-0.45219764,grayscale,3,3914
-5.113984,-31.685923,grayscale,6,1534
13.909466,-10.671713,grayscale,5,685
-27.0783,35.953,grayscale,0,4617
-11.757831,-2.6946826,grayscale,9,5508
-27.170609,-11.933327,grayscale,9,1022
23.301971,40.839336,grayscale,1,1230
22.73656,-36.21044,grayscale,4,7475
-31.428463,-25.442434,grayscale,2,5756
26.071735,-36.649445,grayscale,4,3122
10.88595,15.711872,grayscale,1,7202
-28.547886,0.50935024,grayscale,9,4723
11.309212,-14.155891,grayscale,5,1552
-19.95711,-0.9260111,grayscale,9,603
37.3351,0.40578252,grayscale,3,2861
-42.059002,-28.400227,grayscale,2,6426
32.908676,-40.05428,grayscale,4,7864
12.130141,-38.905296,grayscale,6,5729
12.458885,-12.287828,grayscale,5,7474
8.458259,32.444866,grayscale,1,4298
-30.758087,39.93511,grayscale,0,1175
-35.5814,-26.036476,grayscale,2,3454
46.476604,-1.6106273,grayscale,3,2754
32.14792,-35.52623,grayscale,4,855
34.80532,31.285292,grayscale,7,2854
5.822911,33.470055,grayscale,1,5092
-11.853031,2.6670575,grayscale,9,5590
43.534996,1.5741057,grayscale,3,4463
-29.089653,-15.877562,grayscale,2,5318
12.864269,-39.17963,grayscale,6,3515
30.748144,-34.6207,grayscale,4,4642
-14.650448,-2.2630987,grayscale,9,852
-62.082714,-1.2736074,grayscale,8,1247
-32.18406,-24.891636,grayscale,2,7084
-29.4656,2.6093624,grayscale,9,5301
4.826906,-38.403564,grayscale,6,5082
19.418804,-36.910816,grayscale,4,5077
41.8994,13.050758,grayscale,3,1563
49.049007,26.37401,grayscale,7,29
34.426907,30.111977,grayscale,7,3867
-2.4405138,-30.64667,grayscale,6,4620
-34.13146,-17.188244,grayscale,2,4065
13.234705,-8.447304,grayscale,5,1095
42.137104,-1.169623,grayscale,3,4229
45.80464,-10.8812065,grayscale,3,3562
-59.01042,15.401274,grayscale,8,2342
-9.910965,-35.233482,grayscale,6,1667
9.789776,25.931322,grayscale,1,7033
27.886436,-15.19659,grayscale,7,1771
-45.104347,9.874737,grayscale,8,3157
26.42502,1.641402,grayscale,3,3851
36.78603,41.97242,grayscale,7,1287
-28.989275,27.713776,grayscale,0,7320
2.3683734,-37.191483,grayscale,6,7600
18.358238,1.3298688,grayscale,5,3852
42.864285,27.830921,grayscale,7,269
34.002605,31.156242,grayscale,7,1703
2.7782896,0.5071113,grayscale,5,7776
31.328957,-30.633747,grayscale,4,3891
-29.627773,36.161148,grayscale,0,7009
-30.855482,41.36996,grayscale,0,4893
-11.894875,-1.7631074,grayscale,9,2351
2.491357,20.745417,grayscale,1,3550
