pair,direction,content_label,style_label,candidate_id,content_index,style_index,accepted,reason
cat / dog,cat -> dog,3,5,content_1563_style_2334,1563,2334,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_2861_style_1552,2861,1552,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_4023_style_6224,4023,6224,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_6952_style_5496,6952,5496,True,Content outline remains clear; style surface pattern is visible.
cat / dog,cat -> dog,3,5,content_2028_style_645,2028,645,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_2861_style_1626,2861,1626,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_4215_style_1552,4215,1552,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_791_style_319,791,319,True,Content outline remains clear; style surface pattern is visible.
cat / dog,cat -> dog,3,5,content_1263_style_4966,1263,4966,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_3914_style_645,3914,645,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_3276_style_3852,3276,3852,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_2861_style_5701,2861,5701,True,Content outline remains clear; style surface pattern is visible.
cat / dog,cat -> dog,3,5,content_1204_style_685,1204,685,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_3914_style_2807,3914,2807,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_6490_style_1095,6490,1095,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_677_style_1626,677,1626,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_3562_style_2391,3562,2391,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_2539_style_5701,2539,5701,True,Content outline remains clear; style surface pattern is visible.
cat / dog,cat -> dog,3,5,content_4023_style_1644,4023,1644,True,Content outline remains clear; style surface pattern is visible.
cat / dog,cat -> dog,3,5,content_3383_style_3889,3383,3889,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_4881_style_3889,4881,3889,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_1401_style_6224,1401,6224,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_6952_style_7706,6952,7706,True,Content outline remains clear; style surface pattern is visible.
cat / dog,cat -> dog,3,5,content_372_style_2950,372,2950,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_3562_style_6358,3562,6358,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_2536_style_6922,2536,6922,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_1563_style_5701,1563,5701,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_677_style_568,677,568,True,Content outline remains clear; style surface pattern is visible.
cat / dog,cat -> dog,3,5,content_672_style_4570,672,4570,True,Content outline remains clear; style surface pattern is visible.
cat / dog,cat -> dog,3,5,content_3562_style_7706,3562,7706,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_7797_style_6414,7797,6414,True,Content outline remains clear; style surface pattern is visible.
cat / dog,cat -> dog,3,5,content_3851_style_7041,3851,7041,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_979_style_7130,979,7130,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_791_style_568,791,568,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_791_style_2268,791,2268,True,Content outline remains clear; style surface pattern is visible.
cat / dog,cat -> dog,3,5,content_4330_style_4953,4330,4953,True,Content outline remains clear; style surface pattern is visible.
cat / dog,cat -> dog,3,5,content_5528_style_2268,5528,2268,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_2536_style_2268,2536,2268,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_5528_style_5381,5528,5381,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_3778_style_6922,3778,6922,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_3914_style_5332,3914,5332,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_6490_style_2623,6490,2623,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_3383_style_6716,3383,6716,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_4330_style_685,4330,685,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_677_style_6922,677,6922,False,Only background color transferred; no visible object texture.
cat / dog,cat -> dog,3,5,content_3914_style_7776,3914,7776,True,Content outline remains clear; style surface pattern is visible.
cat / dog,dog -> cat,5,3,content_4547_style_4168,4547,4168,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_568_style_979,568,979,True,Content outline remains clear; style surface pattern is visible.
cat / dog,dog -> cat,5,3,content_2268_style_372,2268,372,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_5924_style_3851,5924,3851,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_6716_style_1204,6716,1204,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_4570_style_1401,4570,1401,True,Content outline remains clear; style surface pattern is visible.
cat / dog,dog -> cat,5,3,content_5496_style_1204,5496,1204,True,Content outline remains clear; style surface pattern is visible.
cat / dog,dog -> cat,5,3,content_2334_style_7797,2334,7797,True,Content outline remains clear; style surface pattern is visible.
cat / dog,dog -> cat,5,3,content_6716_style_372,6716,372,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_6922_style_2291,6922,2291,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_7706_style_3851,7706,3851,True,Content outline remains clear; style surface pattern is visible.
cat / dog,dog -> cat,5,3,content_4953_style_738,4953,738,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_7413_style_3276,7413,3276,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_7776_style_2539,7776,2539,True,Content outline remains clear; style surface pattern is visible.
cat / dog,dog -> cat,5,3,content_2623_style_1370,2623,1370,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_4290_style_1204,4290,1204,True,Content outline remains clear; style surface pattern is visible.
cat / dog,dog -> cat,5,3,content_3852_style_1563,3852,1563,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_319_style_3276,319,3276,True,Content outline remains clear; style surface pattern is visible.
cat / dog,dog -> cat,5,3,content_2268_style_3383,2268,3383,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_97_style_3778,97,3778,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_1095_style_7797,1095,7797,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_4290_style_4168,4290,4168,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_4106_style_1531,4106,1531,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_4570_style_3276,4570,3276,True,Content outline remains clear; style surface pattern is visible.
cat / dog,dog -> cat,5,3,content_7041_style_3851,7041,3851,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_2623_style_632,2623,632,True,Content outline remains clear; style surface pattern is visible.
cat / dog,dog -> cat,5,3,content_4547_style_3276,4547,3276,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_6414_style_3375,6414,3375,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_7413_style_2291,7413,2291,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_4290_style_3383,4290,3383,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_97_style_6490,97,6490,True,Content outline remains clear; style surface pattern is visible.
cat / dog,dog -> cat,5,3,content_6414_style_1370,6414,1370,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_4850_style_6952,4850,6952,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_6224_style_4330,6224,4330,True,Content outline remains clear; style surface pattern is visible.
cat / dog,dog -> cat,5,3,content_2427_style_3383,2427,3383,True,Content outline remains clear; style surface pattern is visible.
cat / dog,dog -> cat,5,3,content_3353_style_791,3353,791,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_5381_style_4881,5381,4881,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_2458_style_2754,2458,2754,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_2334_style_632,2334,632,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_4850_style_1401,4850,1401,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_1626_style_3276,1626,3276,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_4106_style_7793,4106,7793,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_3353_style_1431,3353,1431,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_3852_style_6952,3852,6952,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_5381_style_176,5381,176,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_7474_style_5528,7474,5528,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_7706_style_4609,7706,4609,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_319_style_4609,319,4609,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_7413_style_2536,7413,2536,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_4953_style_4881,4953,4881,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_319_style_2536,319,2536,True,Content outline remains clear; style surface pattern is visible.
cat / dog,dog -> cat,5,3,content_3353_style_4590,3353,4590,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_2427_style_979,2427,979,True,Content outline remains clear; style surface pattern is visible.
cat / dog,dog -> cat,5,3,content_2807_style_176,2807,176,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_7474_style_4168,7474,4168,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_2458_style_7797,2458,7797,True,Content outline remains clear; style surface pattern is visible.
cat / dog,dog -> cat,5,3,content_4850_style_1370,4850,1370,True,Content outline remains clear; style surface pattern is visible.
cat / dog,dog -> cat,5,3,content_5924_style_1531,5924,1531,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_5381_style_365,5381,365,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_5101_style_4908,5101,4908,True,Content outline remains clear; style surface pattern is visible.
cat / dog,dog -> cat,5,3,content_5924_style_4023,5924,4023,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_4290_style_4215,4290,4215,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_2391_style_672,2391,672,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_6989_style_672,6989,672,True,Content outline remains clear; style surface pattern is visible.
cat / dog,dog -> cat,5,3,content_568_style_4215,568,4215,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_4106_style_3276,4106,3276,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_6716_style_2861,6716,2861,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_3863_style_6952,3863,6952,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_6358_style_4323,6358,4323,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_4966_style_391,4966,391,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_2766_style_4168,2766,4168,False,Only background color transferred; no visible object texture.
cat / dog,dog -> cat,5,3,content_319_style_365,319,365,True,Content outline remains clear; style surface pattern is visible.
deer / horse,deer -> horse,4,6,content_7864_style_6381,7864,6381,False,Only background color transferred; no visible object texture.
deer / horse,deer -> horse,4,6,content_3994_style_4411,3994,4411,True,Content outline remains clear; style surface pattern is visible.
deer / horse,deer -> horse,4,6,content_6528_style_977,6528,977,True,Content outline remains clear; style surface pattern is visible.
deer / horse,deer -> horse,4,6,content_7944_style_6381,7944,6381,False,Only background color transferred; no visible object texture.
deer / horse,deer -> horse,4,6,content_7475_style_890,7475,890,False,Only background color transferred; no visible object texture.
deer / horse,deer -> horse,4,6,content_7864_style_7726,7864,7726,False,Only background color transferred; no visible object texture.
deer / horse,deer -> horse,4,6,content_506_style_5857,506,5857,False,Only background color transferred; no visible object texture.
deer / horse,deer -> horse,4,6,content_2898_style_4341,2898,4341,True,Content outline remains clear; style surface pattern is visible.
deer / horse,deer -> horse,4,6,content_2898_style_3494,2898,3494,True,Content outline remains clear; style surface pattern is visible.
deer / horse,deer -> horse,4,6,content_4054_style_4254,4054,4254,True,Content outline remains clear; style surface pattern is visible.
deer / horse,deer -> horse,4,6,content_6288_style_2676,6288,2676,False,Only background color transferred; no visible object texture.
deer / horse,deer -> horse,4,6,content_7864_style_5382,7864,5382,False,Only background color transferred; no visible object texture.
deer / horse,deer -> horse,4,6,content_5789_style_929,5789,929,True,Content outline remains clear; style surface pattern is visible.
deer / horse,deer -> horse,4,6,content_5402_style_5858,5402,5858,True,Content outline remains clear; style surface pattern is visible.
deer / horse,deer -> horse,4,6,content_1124_style_929,1124,929,True,Content outline remains clear; style surface pattern is visible.
deer / horse,deer -> horse,4,6,content_4629_style_7779,4629,7779,False,Only background color transferred; no visible object texture.
deer / horse,deer -> horse,4,6,content_2399_style_4827,2399,4827,False,Only background color transferred; no visible object texture.
deer / horse,deer -> horse,4,6,content_3458_style_4093,3458,4093,True,Content outline remains clear; style surface pattern is visible.
deer / horse,deer -> horse,4,6,content_766_style_1534,766,1534,False,Only background color transferred; no visible object texture.
deer / horse,deer -> horse,4,6,content_6508_style_929,6508,929,True,Content outline remains clear; style surface pattern is visible.
deer / horse,deer -> horse,4,6,content_6508_style_449,6508,449,False,Only background color transferred; no visible object texture.
deer / horse,deer -> horse,4,6,content_6288_style_7726,6288,7726,True,Content outline remains clear; style surface pattern is visible.
deer / horse,deer -> horse,4,6,content_6508_style_4754,6508,4754,False,Only background color transferred; no visible object texture.
deer / horse,deer -> horse,4,6,content_3994_style_7726,3994,7726,True,Content outline remains clear; style surface pattern is visible.
deer / horse,deer -> horse,4,6,content_3994_style_3494,3994,3494,False,Only background color transferred; no visible object texture.
deer / horse,deer -> horse,4,6,content_6528_style_449,6528,449,False,Only background color transferred; no visible object texture.
deer / horse,deer -> horse,4,6,content_6097_style_7555,6097,7555,False,Only background color transferred; no visible object texture.
deer / horse,deer -> horse,4,6,content_6097_style_5408,6097,5408,True,Content outline remains clear; style surface pattern is visible.
deer / horse,deer -> horse,4,6,content_3512_style_3779,3512,3779,False,Only background color transferred; no visible object texture.
deer / horse,deer -> horse,4,6,content_3458_style_3844,3458,3844,True,Content outline remains clear; style surface pattern is visible.
deer / horse,deer -> horse,4,6,content_3287_style_920,3287,920,False,Only background color transferred; no visible object texture.
deer / horse,deer -> horse,4,6,content_2399_style_3515,2399,3515,True,Content outline remains clear; style surface pattern is visible.
deer / horse,deer -> horse,4,6,content_6033_style_4620,6033,4620,False,Only background color transferred; no visible object texture.
deer / horse,deer -> horse,4,6,content_4629_style_3418,4629,3418,False,Only background color transferred; no visible object texture.
deer / horse,deer -> horse,4,6,content_5556_style_2676,5556,2676,True,Content outline remains clear; style surface pattern is visible.
deer / horse,deer -> horse,4,6,content_7864_style_545,7864,545,False,Only background color transferred; no visible object texture.
deer / horse,deer -> horse,4,6,content_1111_style_3844,1111,3844,False,Only background color transferred; no visible object texture.
deer / horse,deer -> horse,4,6,content_5402_style_7726,5402,7726,True,Content outline remains clear; style surface pattern is visible.
deer / horse,deer -> horse,4,6,content_3078_style_1667,3078,1667,False,Only background color transferred; no visible object texture.
deer / horse,deer -> horse,4,6,content_766_style_5082,766,5082,False,Only background color transferred; no visible object texture.
deer / horse,deer -> horse,4,6,content_2757_style_4746,2757,4746,True,Content outline remains clear; style surface pattern is visible.
deer / horse,deer -> horse,4,6,content_855_style_5408,855,5408,True,Content outline remains clear; style surface pattern is visible.
deer / horse,deer -> horse,4,6,content_2757_style_3418,2757,3418,True,Content outline remains clear; style surface pattern is visible.
deer / horse,horse -> deer,6,4,content_4731_style_5213,4731,5213,True,Content outline remains clear; style surface pattern is visible.
deer / horse,horse -> deer,6,4,content_6713_style_4629,6713,4629,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_1667_style_3763,1667,3763,True,Content outline remains clear; style surface pattern is visible.
deer / horse,horse -> deer,6,4,content_5082_style_3078,5082,3078,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_890_style_5077,890,5077,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_1534_style_1124,1534,1124,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_3779_style_4740,3779,4740,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_2610_style_3512,2610,3512,True,Content outline remains clear; style surface pattern is visible.
deer / horse,horse -> deer,6,4,content_5382_style_7692,5382,7692,True,Content outline remains clear; style surface pattern is visible.
deer / horse,horse -> deer,6,4,content_929_style_2898,929,2898,True,Content outline remains clear; style surface pattern is visible.
deer / horse,horse -> deer,6,4,content_2610_style_7940,2610,7940,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_964_style_3179,964,3179,True,Content outline remains clear; style surface pattern is visible.
deer / horse,horse -> deer,6,4,content_3777_style_506,3777,506,True,Content outline remains clear; style surface pattern is visible.
deer / horse,horse -> deer,6,4,content_5382_style_5213,5382,5213,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_4011_style_766,4011,766,True,Content outline remains clear; style surface pattern is visible.
deer / horse,horse -> deer,6,4,content_4411_style_6288,4411,6288,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_5082_style_5135,5082,5135,True,Content outline remains clear; style surface pattern is visible.
deer / horse,horse -> deer,6,4,content_890_style_3458,890,3458,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_5857_style_4642,5857,4642,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_7726_style_1960,7726,1960,True,Content outline remains clear; style surface pattern is visible.
deer / horse,horse -> deer,6,4,content_5082_style_3891,5082,3891,True,Content outline remains clear; style surface pattern is visible.
deer / horse,horse -> deer,6,4,content_3777_style_6097,3777,6097,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_1534_style_506,1534,506,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_3191_style_4740,3191,4740,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_5382_style_1429,5382,1429,True,Content outline remains clear; style surface pattern is visible.
deer / horse,horse -> deer,6,4,content_3418_style_5062,3418,5062,True,Content outline remains clear; style surface pattern is visible.
deer / horse,horse -> deer,6,4,content_3494_style_7692,3494,7692,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_3191_style_3365,3191,3365,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_4827_style_3994,4827,3994,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_6713_style_171,6713,171,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_1667_style_2757,1667,2757,True,Content outline remains clear; style surface pattern is visible.
deer / horse,horse -> deer,6,4,content_6381_style_5062,6381,5062,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_7726_style_1124,7726,1124,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_5857_style_691,5857,691,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_3292_style_7864,3292,7864,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_3515_style_1211,3515,1211,True,Content outline remains clear; style surface pattern is visible.
deer / horse,horse -> deer,6,4,content_7555_style_1429,7555,1429,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_890_style_3034,890,3034,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_7555_style_3763,7555,3763,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_4754_style_3365,4754,3365,True,Content outline remains clear; style surface pattern is visible.
deer / horse,horse -> deer,6,4,content_6713_style_5062,6713,5062,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_7600_style_3179,7600,3179,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_4341_style_691,4341,691,True,Content outline remains clear; style surface pattern is visible.
deer / horse,horse -> deer,6,4,content_5857_style_6528,5857,6528,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_545_style_7692,545,7692,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_7338_style_171,7338,171,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_3292_style_3891,3292,3891,True,Content outline remains clear; style surface pattern is visible.
deer / horse,horse -> deer,6,4,content_5082_style_1124,5082,1124,True,Content outline remains clear; style surface pattern is visible.
deer / horse,horse -> deer,6,4,content_2958_style_5402,2958,5402,False,Only background color transferred; no visible object texture.
deer / horse,horse -> deer,6,4,content_3777_style_7610,3777,7610,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,bird -> monkey,1,7,content_5560_style_4748,5560,4748,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,bird -> monkey,1,7,content_6805_style_4403,6805,4403,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_2116_style_3288,2116,3288,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,bird -> monkey,1,7,content_3079_style_3446,3079,3446,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,bird -> monkey,1,7,content_2178_style_4308,2178,4308,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,bird -> monkey,1,7,content_1568_style_1579,1568,1579,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_3413_style_4403,3413,4403,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,bird -> monkey,1,7,content_7955_style_6084,7955,6084,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_1993_style_1579,1993,1579,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_2178_style_6084,2178,6084,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_2095_style_4236,2095,4236,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,bird -> monkey,1,7,content_4298_style_5436,4298,5436,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_3079_style_5436,3079,5436,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_7033_style_4791,7033,4791,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,bird -> monkey,1,7,content_3550_style_1220,3550,1220,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_95_style_4704,95,4704,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,bird -> monkey,1,7,content_2690_style_370,2690,370,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_2070_style_5848,2070,5848,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,bird -> monkey,1,7,content_7390_style_3153,7390,3153,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_2178_style_3153,2178,3153,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_116_style_1440,116,1440,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_1230_style_1703,1230,1703,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_261_style_3467,261,3467,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,bird -> monkey,1,7,content_95_style_323,95,323,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,bird -> monkey,1,7,content_825_style_1579,825,1579,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_2687_style_4704,2687,4704,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_1852_style_3288,1852,3288,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_4298_style_6084,4298,6084,False,Only background color transferred; no visible object texture.
