path,domain,domain_label,split
photo/house/pic_058.jpg,photo,0,test
photo/horse/n02374451_2248.jpg,photo,0,train
photo/dog/056_0048.jpg,photo,0,train
photo/house/pic_224.jpg,photo,0,train
photo/guitar/n03272010_7390.jpg,photo,0,test
photo/house/pic_278.jpg,photo,0,train
photo/house/pic_060.jpg,photo,0,test
photo/house/pic_111.jpg,photo,0,test
photo/guitar/063_0108.jpg,photo,0,test
photo/horse/105_0030.jpg,photo,0,train
photo/person/253_0348.jpg,photo,0,train
photo/elephant/064_0120.jpg,photo,0,train
photo/house/pic_225.jpg,photo,0,train
photo/house/pic_235.jpg,photo,0,train
photo/dog/n02106662_11133.jpg,photo,0,train
photo/giraffe/084_0011.jpg,photo,0,train
photo/person/253_0097.jpg,photo,0,train
photo/house/pic_130.jpg,photo,0,test
photo/horse/n02374451_10098.jpg,photo,0,train
photo/house/pic_054.jpg,photo,0,train
photo/giraffe/084_0012.jpg,photo,0,train
photo/horse/n02374451_8526.jpg,photo,0,train
photo/giraffe/n02439033_16483.jpg,photo,0,train
photo/person/253_0131.jpg,photo,0,train
photo/guitar/063_0087.jpg,photo,0,test
photo/elephant/064_0067.jpg,photo,0,train
photo/guitar/063_0084.jpg,photo,0,train
photo/horse/105_0266.jpg,photo,0,train
photo/person/253_0128.jpg,photo,0,test
photo/person/253_0323.jpg,photo,0,train
photo/horse/n02374451_16358.jpg,photo,0,train
photo/giraffe/n02439033_11059.jpg,photo,0,train
photo/dog/n02106662_7885.jpg,photo,0,train
photo/guitar/063_0052.jpg,photo,0,train
photo/horse/105_0008.jpg,photo,0,train
photo/person/253_0106.jpg,photo,0,test
photo/giraffe/n02439033_14846.jpg,photo,0,test
photo/house/pic_017.jpg,photo,0,train
photo/person/253_0176.jpg,photo,0,train
photo/person/253_0423.jpg,photo,0,train
photo/giraffe/n02439033_11504.jpg,photo,0,train
photo/person/253_0359.jpg,photo,0,train
photo/elephant/064_0125.jpg,photo,0,train
photo/guitar/063_0107.jpg,photo,0,test
photo/horse/105_0067.jpg,photo,0,train
photo/giraffe/084_0059.jpg,photo,0,train
photo/guitar/063_0048.jpg,photo,0,train
photo/person/253_0049.jpg,photo,0,train
photo/elephant/n02503517_5527.jpg,photo,0,test
photo/house/pic_165.jpg,photo,0,train
photo/elephant/064_0039.jpg,photo,0,train
photo/person/253_0324.jpg,photo,0,train
photo/guitar/063_0010.jpg,photo,0,train
photo/dog/056_0068.jpg,photo,0,test
photo/guitar/n03467517_22785.jpg,photo,0,train
photo/house/pic_259.jpg,photo,0,train
photo/horse/105_0115.jpg,photo,0,train
photo/giraffe/n02439033_10164.jpg,photo,0,train
photo/giraffe/n02439033_9472.jpg,photo,0,train
photo/elephant/n02503517_5287.jpg,photo,0,test
photo/person/253_0095.jpg,photo,0,train
photo/house/pic_172.jpg,photo,0,train
photo/dog/n02103406_8280.jpg,photo,0,train
photo/guitar/n03272010_9557.jpg,photo,0,train
photo/person/253_0033.jpg,photo,0,test
photo/house/pic_097.jpg,photo,0,test
photo/giraffe/n02439033_10919.jpg,photo,0,train
photo/dog/n02103406_2954.jpg,photo,0,train
photo/house/pic_069.jpg,photo,0,test
photo/person/253_0170.jpg,photo,0,train
photo/horse/105_0007.jpg,photo,0,train
photo/house/pic_104.jpg,photo,0,train
photo/person/253_0299.jpg,photo,0,train
photo/house/pic_090.jpg,photo,0,train
photo/horse/n02374451_17474.jpg,photo,0,train
photo/dog/n02103406_5505.jpg,photo,0,test
photo/guitar/063_0089.jpg,photo,0,train
photo/dog/n02103406_3964.jpg,photo,0,train
photo/house/pic_173.jpg,photo,0,test
photo/person/253_0273.jpg,photo,0,train
photo/person/253_0310.jpg,photo,0,test
photo/house/pic_113.jpg,photo,0,test
photo/horse/n02374451_4795.jpg,photo,0,train
photo/house/pic_184.jpg,photo,0,train
photo/giraffe/n02439033_5652.jpg,photo,0,train
photo/person/253_0074.jpg,photo,0,train
photo/house/pic_175.jpg,photo,0,train
photo/dog/056_0052.jpg,photo,0,test
photo/house/pic_206.jpg,photo,0,test
photo/guitar/063_0050.jpg,photo,0,train
photo/house/pic_144.jpg,photo,0,train
photo/dog/056_0042.jpg,photo,0,train
photo/guitar/n03467517_23229.jpg,photo,0,test
photo/person/253_0058.jpg,photo,0,test
photo/horse/n02374451_18570.jpg,photo,0,train
photo/elephant/064_0045.jpg,photo,0,test
photo/house/pic_145.jpg,photo,0,test
photo/giraffe/n02439033_1508.jpg,photo,0,train
photo/horse/n02374451_8744.jpg,photo,0,train
photo/person/253_0146.jpg,photo,0,test
photo/house/pic_049.jpg,photo,0,train
photo/giraffe/084_0077.jpg,photo,0,train
photo/elephant/n02503517_8904.jpg,photo,0,train
photo/elephant/064_0074.jpg,photo,0,train
photo/horse/105_0059.jpg,photo,0,test
photo/dog/056_0030.jpg,photo,0,train
photo/giraffe/n02439033_11627.jpg,photo,0,test
photo/person/253_0277.jpg,photo,0,train
photo/dog/056_0029.jpg,photo,0,train
photo/person/253_0075.jpg,photo,0,train
photo/dog/056_0050.jpg,photo,0,train
photo/horse/105_0199.jpg,photo,0,train
photo/elephant/n02503517_4247.jpg,photo,0,train
photo/elephant/064_0024.jpg,photo,0,train
photo/person/253_0247.jpg,photo,0,train
photo/house/pic_117.jpg,photo,0,test
photo/house/pic_260.jpg,photo,0,train
photo/horse/n02374451_925.jpg,photo,0,train
photo/person/253_0105.jpg,photo,0,train
photo/house/pic_161.jpg,photo,0,test
photo/elephant/064_0114.jpg,photo,0,train
photo/house/pic_073.jpg,photo,0,test
photo/person/253_0301.jpg,photo,0,train
photo/horse/105_0206.jpg,photo,0,train
photo/person/253_0338.jpg,photo,0,test
photo/dog/056_0009.jpg,photo,0,test
photo/house/pic_280.jpg,photo,0,train
photo/person/253_0141.jpg,photo,0,test
photo/elephant/n02503517_6032.jpg,photo,0,train
photo/guitar/063_0001.jpg,photo,0,train
photo/guitar/063_0079.jpg,photo,0,train
photo/house/pic_146.jpg,photo,0,test
photo/dog/n02103406_5035.jpg,photo,0,train
photo/person/253_0021.jpg,photo,0,test
photo/person/253_0232.jpg,photo,0,train
photo/horse/n02374451_9064.jpg,photo,0,train
photo/house/pic_005.jpg,photo,0,train
photo/person/253_0405.jpg,photo,0,test
photo/person/253_0084.jpg,photo,0,train
photo/guitar/063_0024.jpg,photo,0,train
photo/elephant/064_0130.jpg,photo,0,train
photo/person/253_0281.jpg,photo,0,train
photo/person/253_0014.jpg,photo,0,test
photo/giraffe/n02439033_11715.jpg,photo,0,train
photo/person/253_0422.jpg,photo,0,test
photo/guitar/063_0035.jpg,photo,0,test
photo/giraffe/084_0074.jpg,photo,0,test
photo/giraffe/n02439033_13602.jpg,photo,0,train
photo/person/253_0015.jpg,photo,0,train
photo/elephant/n02503517_564.jpg,photo,0,train
photo/elephant/n02503517_7020.jpg,photo,0,test
photo/horse/n02374451_54.jpg,photo,0,train
photo/dog/056_0010.jpg,photo,0,test
photo/horse/n02374451_10669.jpg,photo,0,test
photo/horse/n02374451_14119.jpg,photo,0,test
photo/dog/n02103406_1599.jpg,photo,0,train
photo/giraffe/n02439033_12413.jpg,photo,0,train
photo/horse/105_0048.jpg,photo,0,test
photo/person/253_0387.jpg,photo,0,train
photo/person/253_0102.jpg,photo,0,train
photo/person/253_0187.jpg,photo,0,train
photo/horse/n02374451_14738.jpg,photo,0,train
photo/guitar/063_0046.jpg,photo,0,test
photo/guitar/063_0009.jpg,photo,0,test
photo/person/253_0278.jpg,photo,0,train
photo/person/253_0382.jpg,photo,0,train
photo/person/253_0104.jpg,photo,0,train
photo/person/253_0296.jpg,photo,0,train
photo/giraffe/084_0042.jpg,photo,0,train
photo/elephant/n02503517_6479.jpg,photo,0,train
photo/horse/105_0134.jpg,photo,0,test
photo/elephant/064_0012.jpg,photo,0,test
photo/giraffe/n02439033_12680.jpg,photo,0,test
photo/guitar/063_0041.jpg,photo,0,test
photo/person/253_0130.jpg,photo,0,test
photo/dog/n02103406_6530.jpg,photo,0,test
photo/person/253_0354.jpg,photo,0,train
photo/person/253_0024.jpg,photo,0,train
photo/elephant/064_0011.jpg,photo,0,train
photo/elephant/n02503517_5418.jpg,photo,0,train
photo/giraffe/084_0020.jpg,photo,0,train
photo/dog/n02106662_25917.jpg,photo,0,train
photo/house/pic_092.jpg,photo,0,train
photo/person/253_0287.jpg,photo,0,test
photo/house/pic_279.jpg,photo,0,train
art_painting/elephant/pic_108.jpg,art_painting,1,train
art_painting/giraffe/pic_085.jpg,art_painting,1,train
art_painting/house/pic_111.jpg,art_painting,1,train
art_painting/horse/pic_218.jpg,art_painting,1,test
art_painting/giraffe/pic_302.jpg,art_painting,1,train
art_painting/house/pic_221.jpg,art_painting,1,train
art_painting/horse/pic_138.jpg,art_painting,1,train
art_painting/horse/pic_106.jpg,art_painting,1,train
art_painting/dog/pic_331.jpg,art_painting,1,test
art_painting/house/pic_322.jpg,art_painting,1,train
art_painting/horse/pic_128.jpg,art_painting,1,train
art_painting/elephant/pic_152.jpg,art_painting,1,test
art_painting/person/pic_208.jpg,art_painting,1,train
art_painting/elephant/pic_178.jpg,art_painting,1,train
art_painting/person/pic_543.jpg,art_painting,1,test
art_painting/guitar/pic_026.jpg,art_painting,1,train
art_painting/person/pic_267.jpg,art_painting,1,train
art_painting/dog/pic_274.jpg,art_painting,1,train
art_painting/dog/pic_393.jpg,art_painting,1,test
art_painting/dog/pic_318.jpg,art_painting,1,test
art_painting/dog/pic_322.jpg,art_painting,1,train
art_painting/dog/pic_099.jpg,art_painting,1,test
art_painting/person/pic_242.jpg,art_painting,1,train
art_painting/dog/pic_295.jpg,art_painting,1,train
art_painting/person/pic_394.jpg,art_painting,1,train
art_painting/dog/pic_214.jpg,art_painting,1,train
art_painting/guitar/pic_182.jpg,art_painting,1,train
art_painting/dog/pic_291.jpg,art_painting,1,test
art_painting/guitar/pic_014.jpg,art_painting,1,test
art_painting/house/pic_022.jpg,art_painting,1,train
art_painting/giraffe/pic_092.jpg,art_painting,1,train
art_painting/dog/pic_091.jpg,art_painting,1,train
art_painting/horse/pic_162.jpg,art_painting,1,train
art_painting/elephant/pic_106.jpg,art_painting,1,test
art_painting/person/pic_303.jpg,art_painting,1,train
art_painting/person/pic_161.jpg,art_painting,1,train
art_painting/house/pic_309.jpg,art_painting,1,test
art_painting/dog/pic_327.jpg,art_painting,1,train
art_painting/dog/pic_226.jpg,art_painting,1,train
art_painting/house/pic_261.jpg,art_painting,1,train
art_painting/person/pic_268.jpg,art_painting,1,train
art_painting/person/pic_124.jpg,art_painting,1,test
art_painting/giraffe/pic_068.jpg,art_painting,1,train
art_painting/house/pic_034.jpg,art_painting,1,test
art_painting/elephant/pic_156.jpg,art_painting,1,train
art_painting/person/pic_438.jpg,art_painting,1,test
art_painting/person/pic_277.jpg,art_painting,1,train
art_painting/person/pic_011.jpg,art_painting,1,train
art_painting/dog/pic_083.jpg,art_painting,1,test
art_painting/guitar/pic_178.jpg,art_painting,1,train
art_painting/elephant/pic_098.jpg,art_painting,1,test
art_painting/giraffe/pic_040.jpg,art_painting,1,test
art_painting/dog/pic_312.jpg,art_painting,1,train
art_painting/guitar/pic_024.jpg,art_painting,1,train
art_painting/house/pic_226.jpg,art_painting,1,train
art_painting/horse/pic_028.jpg,art_painting,1,train
art_painting/elephant/pic_132.jpg,art_painting,1,train
art_painting/dog/pic_026.jpg,art_painting,1,test
art_painting/person/pic_101.jpg,art_painting,1,test
art_painting/house/pic_074.jpg,art_painting,1,train
art_painting/horse/pic_195.jpg,art_painting,1,train
art_painting/giraffe/pic_309.jpg,art_painting,1,train
art_painting/guitar/pic_177.jpg,art_painting,1,train
art_painting/horse/pic_042.jpg,art_painting,1,train
art_painting/person/pic_249.jpg,art_painting,1,train
art_painting/giraffe/pic_108.jpg,art_painting,1,train
art_painting/elephant/pic_209.jpg,art_painting,1,train
art_painting/dog/pic_368.jpg,art_painting,1,test
art_painting/giraffe/pic_052.jpg,art_painting,1,train
art_painting/giraffe/pic_191.jpg,art_painting,1,train
art_painting/house/pic_054.jpg,art_painting,1,train
art_painting/person/pic_070.jpg,art_painting,1,train
art_painting/house/pic_331.jpg,art_painting,1,train
art_painting/person/pic_033.jpg,art_painting,1,test
art_painting/person/pic_116.jpg,art_painting,1,train
art_painting/elephant/pic_090.jpg,art_painting,1,train
art_painting/person/pic_014.jpg,art_painting,1,train
art_painting/house/pic_038.jpg,art_painting,1,train
art_painting/person/pic_129.jpg,art_painting,1,train
art_painting/house/pic_121.jpg,art_painting,1,train
art_painting/elephant/pic_100.jpg,art_painting,1,train
art_painting/house/pic_107.jpg,art_painting,1,train
art_painting/house/pic_153.jpg,art_painting,1,test
art_painting/house/pic_011.jpg,art_painting,1,test
art_painting/giraffe/pic_268.jpg,art_painting,1,test
art_painting/dog/pic_280.jpg,art_painting,1,train
art_painting/dog/pic_304.jpg,art_painting,1,train
art_painting/guitar/pic_171.jpg,art_painting,1,test
art_painting/dog/pic_084.jpg,art_painting,1,train
art_painting/person/pic_435.jpg,art_painting,1,train
art_painting/dog/pic_079.jpg,art_painting,1,test
art_painting/person/pic_162.jpg,art_painting,1,test
art_painting/horse/pic_135.jpg,art_painting,1,train
art_painting/elephant/pic_087.jpg,art_painting,1,train
art_painting/horse/pic_056.jpg,art_painting,1,train
art_painting/elephant/pic_030.jpg,art_painting,1,test
art_painting/person/pic_429.jpg,art_painting,1,train
art_painting/person/pic_209.jpg,art_painting,1,train
art_painting/person/pic_107.jpg,art_painting,1,train
art_painting/giraffe/pic_293.jpg,art_painting,1,train
art_painting/house/pic_189.jpg,art_painting,1,train
art_painting/house/pic_157.jpg,art_painting,1,test
art_painting/house/pic_191.jpg,art_painting,1,train
art_painting/dog/pic_074.jpg,art_painting,1,test
art_painting/person/pic_273.jpg,art_painting,1,train
art_painting/horse/pic_133.jpg,art_painting,1,test
art_painting/horse/pic_228.jpg,art_painting,1,train
art_painting/person/pic_074.jpg,art_painting,1,train
art_painting/person/pic_248.jpg,art_painting,1,train
art_painting/person/pic_171.jpg,art_painting,1,test
art_painting/horse/pic_034.jpg,art_painting,1,test
art_painting/guitar/pic_142.jpg,art_painting,1,train
art_painting/elephant/pic_016.jpg,art_painting,1,train
art_painting/dog/pic_021.jpg,art_painting,1,train
art_painting/person/pic_196.jpg,art_painting,1,train
art_painting/giraffe/pic_122.jpg,art_painting,1,test
art_painting/dog/pic_314.jpg,art_painting,1,train
art_painting/guitar/pic_050.jpg,art_painting,1,train
art_painting/giraffe/pic_176.jpg,art_painting,1,train
art_painting/giraffe/pic_210.jpg,art_painting,1,test
art_painting/elephant/pic_249.jpg,art_painting,1,train
art_painting/guitar/pic_166.jpg,art_painting,1,train
art_painting/guitar/pic_170.jpg,art_painting,1,train
art_painting/person/pic_097.jpg,art_painting,1,train
art_painting/person/pic_458.jpg,art_painting,1,test
art_painting/dog/pic_133.jpg,art_painting,1,test
art_painting/guitar/pic_135.jpg,art_painting,1,test
art_painting/person/pic_358.jpg,art_painting,1,test
art_painting/house/pic_291.jpg,art_painting,1,train
art_painting/elephant/pic_183.jpg,art_painting,1,test
art_painting/house/pic_219.jpg,art_painting,1,test
art_painting/house/pic_213.jpg,art_painting,1,train
art_painting/guitar/pic_197.jpg,art_painting,1,train
art_painting/dog/pic_036.jpg,art_painting,1,test
art_painting/elephant/pic_086.jpg,art_painting,1,train
art_painting/dog/pic_253.jpg,art_painting,1,test
art_painting/elephant/pic_191.jpg,art_painting,1,test
art_painting/guitar/pic_192.jpg,art_painting,1,train
art_painting/house/pic_123.jpg,art_painting,1,train
art_painting/person/pic_346.jpg,art_painting,1,train
art_painting/house/pic_231.jpg,art_painting,1,train
art_painting/elephant/pic_260.jpg,art_painting,1,test
art_painting/house/pic_136.jpg,art_painting,1,test
art_painting/horse/pic_150.jpg,art_painting,1,train
art_painting/house/pic_029.jpg,art_painting,1,train
art_painting/elephant/pic_061.jpg,art_painting,1,train
art_painting/dog/pic_269.jpg,art_painting,1,train
art_painting/guitar/pic_127.jpg,art_painting,1,train
art_painting/dog/pic_260.jpg,art_painting,1,test
art_painting/dog/pic_194.jpg,art_painting,1,test
art_painting/dog/pic_377.jpg,art_painting,1,train
art_painting/person/pic_206.jpg,art_painting,1,train
art_painting/person/pic_520.jpg,art_painting,1,train
art_painting/giraffe/pic_265.jpg,art_painting,1,test
art_painting/dog/pic_137.jpg,art_painting,1,train
art_painting/house/pic_246.jpg,art_painting,1,test
art_painting/house/pic_330.jpg,art_painting,1,test
art_painting/guitar/pic_075.jpg,art_painting,1,train
art_painting/giraffe/pic_180.jpg,art_painting,1,test
art_painting/person/pic_027.jpg,art_painting,1,train
art_painting/person/pic_213.jpg,art_painting,1,train
art_painting/elephant/pic_252.jpg,art_painting,1,train
art_painting/horse/pic_222.jpg,art_painting,1,train
art_painting/guitar/pic_059.jpg,art_painting,1,train
art_painting/house/pic_295.jpg,art_painting,1,test
art_painting/person/pic_542.jpg,art_painting,1,train
art_painting/elephant/pic_117.jpg,art_painting,1,train
art_painting/giraffe/pic_153.jpg,art_painting,1,train
art_painting/person/pic_263.jpg,art_painting,1,train
art_painting/person/pic_328.jpg,art_painting,1,test
art_painting/dog/pic_391.jpg,art_painting,1,train
art_painting/person/pic_069.jpg,art_painting,1,test
art_painting/guitar/pic_044.jpg,art_painting,1,train
art_painting/dog/pic_064.jpg,art_painting,1,train
art_painting/person/pic_294.jpg,art_painting,1,train
art_painting/giraffe/pic_239.jpg,art_painting,1,test
art_painting/person/pic_396.jpg,art_painting,1,train
art_painting/horse/pic_054.jpg,art_painting,1,train
art_painting/person/pic_009.jpg,art_painting,1,test
art_painting/guitar/pic_158.jpg,art_painting,1,train
art_painting/elephant/pic_144.jpg,art_painting,1,test
art_painting/giraffe/pic_010.jpg,art_painting,1,train
art_painting/person/pic_350.jpg,art_painting,1,train
art_painting/person/pic_126.jpg,art_painting,1,test
art_painting/guitar/pic_187.jpg,art_painting,1,train
art_painting/elephant/pic_044.jpg,art_painting,1,train
art_painting/elephant/pic_242.jpg,art_painting,1,train
art_painting/dog/pic_154.jpg,art_painting,1,test
art_painting/giraffe/pic_118.jpg,art_painting,1,test
art_painting/person/pic_016.jpg,art_painting,1,train
art_painting/person/pic_194.jpg,art_painting,1,train
art_painting/person/pic_525.jpg,art_painting,1,train
art_painting/house/pic_198.jpg,art_painting,1,train
art_painting/giraffe/pic_261.jpg,art_painting,1,train
art_painting/dog/pic_371.jpg,art_painting,1,train
art_painting/giraffe/pic_009.jpg,art_painting,1,test
art_painting/guitar/pic_074.jpg,art_painting,1,train
art_painting/person/pic_545.jpg,art_painting,1,test
art_painting/house/pic_336.jpg,art_painting,1,test
art_painting/house/pic_298.jpg,art_painting,1,train
art_painting/elephant/pic_198.jpg,art_painting,1,train
art_painting/giraffe/pic_137.jpg,art_painting,1,train
art_painting/person/pic_292.jpg,art_painting,1,test
art_painting/house/pic_304.jpg,art_painting,1,test
art_painting/dog/pic_081.jpg,art_painting,1,test
art_painting/dog/pic_394.jpg,art_painting,1,train
art_painting/elephant/pic_158.jpg,art_painting,1,test
art_painting/house/pic_218.jpg,art_painting,1,train
art_painting/elephant/pic_012.jpg,art_painting,1,train
art_painting/giraffe/pic_077.jpg,art_painting,1,train
art_painting/dog/pic_268.jpg,art_painting,1,train
art_painting/giraffe/pic_173.jpg,art_painting,1,test
art_painting/elephant/pic_110.jpg,art_painting,1,test
art_painting/house/pic_014.jpg,art_painting,1,train
art_painting/house/pic_098.jpg,art_painting,1,train
art_painting/giraffe/pic_139.jpg,art_painting,1,train
art_painting/elephant/pic_161.jpg,art_painting,1,train
art_painting/dog/pic_138.jpg,art_painting,1,train
art_painting/giraffe/pic_069.jpg,art_painting,1,test
art_painting/elephant/pic_099.jpg,art_painting,1,train
art_painting/giraffe/pic_102.jpg,art_painting,1,train
art_painting/elephant/pic_148.jpg,art_painting,1,train
art_painting/elephant/pic_046.jpg,art_painting,1,train
art_painting/elephant/pic_145.jpg,art_painting,1,train
art_painting/horse/pic_002.jpg,art_painting,1,train
art_painting/dog/pic_319.jpg,art_painting,1,test
art_painting/house/pic_009.jpg,art_painting,1,train
art_painting/giraffe/pic_014.jpg,art_painting,1,train
art_painting/house/pic_187.jpg,art_painting,1,train
art_painting/person/pic_168.jpg,art_painting,1,train
art_painting/dog/pic_349.jpg,art_painting,1,test
art_painting/horse/pic_001.jpg,art_painting,1,train
art_painting/horse/pic_099.jpg,art_painting,1,test
art_painting/dog/pic_282.jpg,art_painting,1,train
art_painting/horse/pic_049.jpg,art_painting,1,test
art_painting/person/pic_052.jpg,art_painting,1,test
art_painting/dog/pic_174.jpg,art_painting,1,train
art_painting/person/pic_135.jpg,art_painting,1,train
art_painting/guitar/pic_114.jpg,art_painting,1,train
art_painting/elephant/pic_207.jpg,art_painting,1,test
art_painting/person/pic_160.jpg,art_painting,1,train
art_painting/dog/pic_398.jpg,art_painting,1,train
art_painting/guitar/pic_103.jpg,art_painting,1,test
