path,domain_label,split
photo/guitar/063_0067.jpg,0,test
art_painting/person/pic_429.jpg,0,train
cartoon/house/pic_080.jpg,0,train
cartoon/guitar/pic_125.jpg,0,train
art_painting/guitar/pic_177.jpg,0,train
art_painting/giraffe/pic_153.jpg,0,test
cartoon/dog/pic_305.jpg,0,train
art_painting/guitar/pic_129.jpg,0,train
art_painting/guitar/pic_197.jpg,0,train
art_painting/person/pic_387.jpg,0,train
photo/giraffe/084_0011.jpg,0,train
art_painting/person/pic_405.jpg,0,train
art_painting/dog/pic_297.jpg,0,train
photo/person/253_0106.jpg,0,train
cartoon/dog/pic_292.jpg,0,test
photo/giraffe/n02439033_11486.jpg,0,train
art_painting/person/pic_026.jpg,0,test
photo/horse/105_0215.jpg,0,test
photo/person/253_0187.jpg,0,train
cartoon/guitar/pic_076.jpg,0,train
cartoon/dog/pic_287.jpg,0,train
art_painting/dog/pic_177.jpg,0,test
photo/guitar/063_0053.jpg,0,train
photo/person/253_0311.jpg,0,train
art_painting/giraffe/pic_300.jpg,0,train
cartoon/house/pic_191.jpg,0,train
cartoon/horse/pic_352.jpg,0,train
art_painting/person/pic_249.jpg,0,train
art_painting/elephant/pic_075.jpg,0,train
art_painting/elephant/pic_161.jpg,0,train
art_painting/elephant/pic_156.jpg,0,test
photo/person/253_0123.jpg,0,train
cartoon/elephant/pic_154.jpg,0,train
art_painting/person/pic_203.jpg,0,train
photo/house/pic_206.jpg,0,train
photo/elephant/n02503517_7020.jpg,0,train
cartoon/giraffe/pic_385.jpg,0,test
cartoon/giraffe/pic_349.jpg,0,train
cartoon/elephant/pic_094.jpg,0,train
photo/elephant/n02503517_5527.jpg,0,train
art_painting/dog/pic_226.jpg,0,train
art_painting/person/pic_350.jpg,0,train
cartoon/dog/pic_327.jpg,0,train
cartoon/person/pic_372.jpg,0,train
art_painting/giraffe/pic_239.jpg,0,train
cartoon/elephant/pic_124.jpg,0,train
photo/guitar/n03272010_9557.jpg,0,train
photo/giraffe/n02439033_15479.jpg,0,train
cartoon/person/pic_248.jpg,0,train
cartoon/person/pic_368.jpg,0,test
cartoon/dog/pic_028.jpg,0,test
art_painting/dog/pic_269.jpg,0,train
cartoon/dog/pic_095.jpg,0,test
art_painting/guitar/pic_014.jpg,0,train
art_painting/person/pic_248.jpg,0,test
cartoon/house/pic_025.jpg,0,train
art_painting/dog/pic_310.jpg,0,test
cartoon/horse/pic_132.jpg,0,train
cartoon/dog/pic_136.jpg,0,test
cartoon/horse/pic_243.jpg,0,train
photo/person/253_0211.jpg,0,train
cartoon/giraffe/pic_320.jpg,0,test
cartoon/elephant/pic_378.jpg,0,train
art_painting/giraffe/pic_253.jpg,0,train
art_painting/guitar/pic_178.jpg,0,train
cartoon/giraffe/pic_373.jpg,0,train
cartoon/dog/pic_329.jpg,0,test
art_painting/dog/pic_036.jpg,0,train
cartoon/giraffe/pic_199.jpg,0,test
photo/person/253_0294.jpg,0,train
art_painting/house/pic_004.jpg,0,train
photo/guitar/063_0050.jpg,0,train
photo/horse/n02374451_9892.jpg,0,test
cartoon/giraffe/pic_020.jpg,0,test
photo/dog/n02103406_3538.jpg,0,test
cartoon/giraffe/pic_160.jpg,0,test
art_painting/elephant/pic_148.jpg,0,test
cartoon/person/pic_216.jpg,0,train
photo/person/253_0176.jpg,0,train
art_painting/guitar/pic_026.jpg,0,train
photo/horse/105_0007.jpg,0,test
cartoon/person/pic_209.jpg,0,train
photo/house/pic_160.jpg,0,test
cartoon/elephant/pic_141.jpg,0,train
art_painting/horse/pic_002.jpg,0,train
art_painting/dog/pic_372.jpg,0,train
art_painting/giraffe/pic_180.jpg,0,test
photo/giraffe/n02439033_10919.jpg,0,test
art_painting/guitar/pic_103.jpg,0,train
cartoon/elephant/pic_444.jpg,0,train
photo/person/253_0014.jpg,0,test
photo/guitar/063_0041.jpg,0,train
art_painting/elephant/pic_112.jpg,0,train
cartoon/elephant/pic_327.jpg,0,test
photo/guitar/n03272010_6820.jpg,0,train
cartoon/dog/pic_369.jpg,0,train
photo/house/pic_281.jpg,0,test
art_painting/person/pic_150.jpg,0,test
cartoon/person/pic_415.jpg,0,test
photo/elephant/n02503517_8901.jpg,0,train
cartoon/person/pic_259.jpg,0,train
art_painting/person/pic_009.jpg,0,train
art_painting/guitar/pic_192.jpg,0,train
photo/person/253_0139.jpg,0,train
art_painting/house/pic_322.jpg,0,train
cartoon/elephant/pic_258.jpg,0,test
cartoon/house/pic_252.jpg,0,test
cartoon/giraffe/pic_125.jpg,0,train
photo/guitar/063_0090.jpg,0,train
cartoon/giraffe/pic_112.jpg,0,train
art_painting/dog/pic_007.jpg,0,test
cartoon/giraffe/pic_379.jpg,0,train
cartoon/horse/pic_264.jpg,0,train
photo/dog/n02109525_12875.jpg,0,train
cartoon/elephant/pic_251.jpg,0,test
cartoon/house/pic_198.jpg,0,train
photo/elephant/n02503517_8571.jpg,0,train
cartoon/person/pic_035.jpg,0,test
art_painting/dog/pic_366.jpg,0,train
cartoon/elephant/pic_135.jpg,0,test
art_painting/person/pic_458.jpg,0,train
cartoon/horse/pic_363.jpg,0,train
cartoon/dog/pic_077.jpg,0,test
cartoon/giraffe/pic_017.jpg,0,train
art_painting/person/pic_464.jpg,0,train
photo/dog/056_0062.jpg,0,train
cartoon/elephant/pic_402.jpg,0,train
cartoon/horse/pic_048.jpg,0,train
cartoon/house/pic_140.jpg,0,train
art_painting/elephant/pic_201.jpg,0,train
photo/guitar/063_0107.jpg,0,test
art_painting/house/pic_218.jpg,0,train
art_painting/person/pic_479.jpg,0,train
cartoon/elephant/pic_216.jpg,0,test
photo/horse/n02374451_18570.jpg,0,test
cartoon/person/pic_169.jpg,0,train
art_painting/person/pic_265.jpg,0,train
cartoon/elephant/pic_393.jpg,0,train
cartoon/horse/pic_187.jpg,0,train
cartoon/elephant/pic_364.jpg,0,train
art_painting/dog/pic_282.jpg,0,test
photo/house/pic_111.jpg,0,test
art_painting/dog/pic_304.jpg,0,train
photo/house/pic_117.jpg,0,train
cartoon/elephant/pic_302.jpg,0,train
cartoon/dog/pic_074.jpg,0,test
photo/house/pic_077.jpg,0,test
photo/person/253_0386.jpg,0,test
cartoon/dog/pic_401.jpg,0,train
art_painting/giraffe/pic_139.jpg,0,train
art_painting/house/pic_306.jpg,0,train
cartoon/dog/pic_087.jpg,0,test
art_painting/elephant/pic_260.jpg,0,train
art_painting/giraffe/pic_072.jpg,0,test
art_painting/dog/pic_186.jpg,0,train
art_painting/house/pic_219.jpg,0,train
art_painting/house/pic_213.jpg,0,test
photo/person/253_0429.jpg,0,train
cartoon/person/pic_449.jpg,0,train
art_painting/horse/pic_138.jpg,0,train
photo/house/pic_161.jpg,0,test
photo/giraffe/084_0029.jpg,0,test
cartoon/dog/pic_198.jpg,0,train
art_painting/elephant/pic_046.jpg,0,train
photo/giraffe/084_0047.jpg,0,test
cartoon/person/pic_078.jpg,0,test
cartoon/person/pic_319.jpg,0,train
art_painting/guitar/pic_127.jpg,0,train
art_painting/person/pic_496.jpg,0,train
art_painting/giraffe/pic_140.jpg,0,train
cartoon/person/pic_129.jpg,0,test
photo/house/pic_130.jpg,0,test
photo/guitar/063_0089.jpg,0,train
cartoon/house/pic_317.jpg,0,test
photo/elephant/064_0074.jpg,0,test
art_painting/horse/pic_115.jpg,0,test
art_painting/dog/pic_394.jpg,0,train
cartoon/horse/pic_131.jpg,0,train
photo/dog/n02106662_1922.jpg,0,train
photo/guitar/n03467517_23229.jpg,0,train
cartoon/person/pic_141.jpg,0,test
photo/guitar/063_0095.jpg,0,test
photo/giraffe/n02439033_11627.jpg,0,test
cartoon/giraffe/pic_253.jpg,0,test
cartoon/horse/pic_173.jpg,0,test
art_painting/guitar/pic_111.jpg,0,train
art_painting/horse/pic_218.jpg,0,test
cartoon/person/pic_392.jpg,0,train
art_painting/person/pic_247.jpg,0,train
photo/guitar/063_0001.jpg,0,train
art_painting/house/pic_276.jpg,0,train
cartoon/person/pic_093.jpg,0,train
art_painting/guitar/pic_059.jpg,0,train
cartoon/dog/pic_160.jpg,0,train
photo/horse/105_0076.jpg,0,test
art_painting/person/pic_380.jpg,0,train
photo/giraffe/084_0045.jpg,0,train
photo/guitar/n02676566_8997.jpg,0,test
art_painting/horse/pic_012.jpg,0,train
cartoon/horse/pic_135.jpg,0,train
cartoon/elephant/pic_446.jpg,0,train
photo/elephant/064_0024.jpg,0,test
art_painting/giraffe/pic_171.jpg,0,train
photo/person/253_0354.jpg,0,test
cartoon/horse/pic_032.jpg,0,train
cartoon/giraffe/pic_198.jpg,0,train
cartoon/giraffe/pic_231.jpg,0,train
art_painting/horse/pic_081.jpg,0,train
art_painting/person/pic_518.jpg,0,train
art_painting/elephant/pic_191.jpg,0,train
photo/elephant/n02503517_4605.jpg,0,train
art_painting/giraffe/pic_009.jpg,0,train
photo/person/253_0423.jpg,0,train
photo/guitar/n02676566_7830.jpg,0,train
art_painting/person/pic_206.jpg,0,train
art_painting/giraffe/pic_068.jpg,0,train
art_painting/person/pic_094.jpg,0,train
photo/dog/n02106662_11133.jpg,0,train
photo/house/pic_050.jpg,0,train
cartoon/elephant/pic_054.jpg,0,train
art_painting/guitar/pic_135.jpg,0,train
cartoon/guitar/pic_048.jpg,0,test
cartoon/person/pic_151.jpg,0,test
cartoon/guitar/pic_112.jpg,0,train
cartoon/person/pic_126.jpg,0,train
cartoon/elephant/pic_262.jpg,0,train
cartoon/person/pic_268.jpg,0,train
cartoon/horse/pic_221.jpg,0,train
cartoon/horse/pic_327.jpg,0,test
art_painting/person/pic_255.jpg,0,test
cartoon/horse/pic_233.jpg,0,test
art_painting/giraffe/pic_040.jpg,0,test
art_painting/person/pic_107.jpg,0,train
art_painting/person/pic_157.jpg,0,test
art_painting/giraffe/pic_028.jpg,0,train
art_painting/dog/pic_070.jpg,0,train
photo/house/pic_080.jpg,0,train
cartoon/giraffe/pic_037.jpg,0,train
art_painting/dog/pic_214.jpg,0,train
cartoon/elephant/pic_350.jpg,0,train
cartoon/house/pic_321.jpg,0,test
art_painting/guitar/pic_063.jpg,0,train
art_painting/dog/pic_167.jpg,0,train
photo/dog/056_0075.jpg,0,train
art_painting/giraffe/pic_214.jpg,0,train
art_painting/person/pic_126.jpg,0,train
cartoon/person/pic_159.jpg,0,train
cartoon/person/pic_039.jpg,0,train
photo/giraffe/n02439033_12680.jpg,0,train
art_painting/guitar/pic_050.jpg,0,train
cartoon/elephant/pic_425.jpg,0,train
photo/person/253_0232.jpg,0,train
photo/house/pic_165.jpg,0,train
cartoon/elephant/pic_192.jpg,0,train
art_painting/elephant/pic_108.jpg,0,test
photo/dog/n02103406_2954.jpg,0,train
cartoon/horse/pic_300.jpg,0,train
art_painting/elephant/pic_249.jpg,0,train
cartoon/elephant/pic_136.jpg,0,test
photo/dog/n02103406_5505.jpg,0,train
cartoon/person/pic_008.jpg,0,train
cartoon/horse/pic_049.jpg,0,test
photo/person/253_0242.jpg,0,train
art_painting/house/pic_018.jpg,0,train
photo/house/pic_278.jpg,0,test
art_painting/giraffe/pic_173.jpg,0,train
art_painting/guitar/pic_024.jpg,0,test
photo/giraffe/n02439033_11504.jpg,0,train
photo/house/pic_172.jpg,0,train
art_painting/house/pic_076.jpg,0,train
art_painting/person/pic_109.jpg,0,train
art_painting/person/pic_213.jpg,0,train
cartoon/person/pic_349.jpg,0,train
cartoon/dog/pic_190.jpg,0,train
photo/house/pic_175.jpg,0,train
cartoon/house/pic_119.jpg,0,train
photo/guitar/n03272010_7390.jpg,0,test
art_painting/house/pic_134.jpg,0,train
photo/elephant/064_0039.jpg,0,test
photo/giraffe/n02439033_12987.jpg,0,test
photo/elephant/n02503517_10193.jpg,0,train
photo/horse/n02374451_16358.jpg,0,train
art_painting/person/pic_438.jpg,0,train
cartoon/guitar/pic_117.jpg,0,test
photo/giraffe/n02439033_11715.jpg,0,train
art_painting/giraffe/pic_044.jpg,0,train
art_painting/horse/pic_150.jpg,0,test
cartoon/giraffe/pic_273.jpg,0,test
cartoon/elephant/pic_479.jpg,0,train
art_painting/house/pic_088.jpg,0,train
photo/person/253_0147.jpg,0,test
art_painting/giraffe/pic_302.jpg,0,train
photo/dog/n02103406_6530.jpg,0,train
art_painting/elephant/pic_011.jpg,0,train
art_painting/house/pic_331.jpg,0,train
photo/horse/n02374451_10669.jpg,0,train
cartoon/person/pic_285.jpg,0,test
cartoon/elephant/pic_346.jpg,0,train
cartoon/giraffe/pic_365.jpg,0,train
photo/guitar/063_0074.jpg,0,train
art_painting/horse/pic_054.jpg,0,train
photo/person/253_0277.jpg,0,train
photo/person/253_0049.jpg,0,train
cartoon/house/pic_265.jpg,0,test
cartoon/giraffe/pic_360.jpg,0,train
art_painting/house/pic_098.jpg,0,test
cartoon/guitar/pic_083.jpg,0,train
cartoon/elephant/pic_345.jpg,0,train
photo/horse/n02374451_8744.jpg,0,test
cartoon/person/pic_409.jpg,0,train
art_painting/giraffe/pic_261.jpg,0,test
cartoon/dog/pic_076.jpg,0,train
cartoon/house/pic_299.jpg,0,test
art_painting/person/pic_169.jpg,0,train
photo/dog/n02103406_4916.jpg,0,train
art_painting/person/pic_294.jpg,0,train
photo/house/pic_058.jpg,0,train
art_painting/house/pic_246.jpg,0,train
photo/elephant/064_0016.jpg,0,test
art_painting/house/pic_022.jpg,0,train
photo/house/pic_092.jpg,0,train
art_painting/dog/pic_194.jpg,0,train
art_painting/elephant/pic_099.jpg,0,train
art_painting/house/pic_261.jpg,0,train
art_painting/elephant/pic_113.jpg,0,test
cartoon/elephant/pic_062.jpg,0,train
photo/elephant/064_0004.jpg,0,train
cartoon/house/pic_212.jpg,0,train
cartoon/guitar/pic_089.jpg,0,test
art_painting/horse/pic_034.jpg,0,test
cartoon/elephant/pic_037.jpg,0,test
photo/house/pic_250.jpg,0,train
cartoon/elephant/pic_013.jpg,0,train
art_painting/giraffe/pic_271.jpg,0,train
photo/guitar/n02676566_6704.jpg,0,train
cartoon/elephant/pic_021.jpg,0,train
photo/person/253_0104.jpg,0,train
photo/person/253_0296.jpg,0,train
art_painting/person/pic_292.jpg,0,train
art_painting/person/pic_525.jpg,0,train
photo/person/253_0247.jpg,0,train
art_painting/elephant/pic_029.jpg,0,train
photo/guitar/063_0093.jpg,0,train
cartoon/dog/pic_237.jpg,0,train
art_painting/horse/pic_001.jpg,0,train
photo/elephant/064_0111.jpg,0,train
photo/person/253_0338.jpg,0,train
art_painting/horse/pic_106.jpg,0,train
art_painting/house/pic_198.jpg,0,train
cartoon/person/pic_025.jpg,0,train
cartoon/giraffe/pic_113.jpg,0,train
photo/dog/056_0058.jpg,0,train
cartoon/person/pic_193.jpg,0,test
cartoon/dog/pic_083.jpg,0,test
photo/elephant/064_0044.jpg,0,train
cartoon/giraffe/pic_136.jpg,0,train
cartoon/person/pic_218.jpg,0,train
photo/dog/056_0048.jpg,0,train
cartoon/elephant/pic_276.jpg,0,train
cartoon/elephant/pic_381.jpg,0,train
art_painting/house/pic_189.jpg,0,train
cartoon/horse/pic_267.jpg,0,test
photo/house/pic_235.jpg,0,train
art_painting/house/pic_226.jpg,0,train
photo/house/pic_017.jpg,0,train
cartoon/horse/pic_336.jpg,0,train
cartoon/elephant/pic_228.jpg,0,test
art_painting/guitar/pic_137.jpg,0,train
cartoon/person/pic_146.jpg,0,test
cartoon/dog/pic_422.jpg,0,train
photo/dog/056_0043.jpg,0,train
photo/person/253_0301.jpg,0,test
art_painting/guitar/pic_187.jpg,0,test
photo/horse/105_0059.jpg,0,train
cartoon/giraffe/pic_202.jpg,0,train
photo/person/253_0153.jpg,0,test
cartoon/person/pic_253.jpg,0,train
art_painting/giraffe/pic_102.jpg,0,train
art_painting/house/pic_191.jpg,0,train
cartoon/giraffe/pic_148.jpg,0,test
cartoon/dog/pic_176.jpg,0,train
art_painting/horse/pic_017.jpg,0,test
art_painting/elephant/pic_145.jpg,0,test
photo/horse/105_0266.jpg,0,test
cartoon/giraffe/pic_267.jpg,0,train
art_painting/guitar/pic_044.jpg,0,train
art_painting/elephant/pic_012.jpg,0,train
art_painting/elephant/pic_061.jpg,0,train
photo/person/253_0170.jpg,0,test
art_painting/dog/pic_301.jpg,0,train
photo/house/pic_113.jpg,0,test
cartoon/house/pic_145.jpg,0,train
cartoon/horse/pic_009.jpg,0,train
cartoon/dog/pic_419.jpg,0,train
art_painting/horse/pic_213.jpg,0,train
cartoon/house/pic_074.jpg,0,train
cartoon/dog/pic_023.jpg,0,train
cartoon/guitar/pic_073.jpg,0,train
cartoon/elephant/pic_316.jpg,0,train
cartoon/house/pic_354.jpg,0,train
cartoon/horse/pic_053.jpg,0,train
cartoon/elephant/pic_107.jpg,0,train
art_painting/dog/pic_318.jpg,0,train
cartoon/horse/pic_106.jpg,0,train
photo/elephant/064_0045.jpg,0,train
art_painting/house/pic_008.jpg,0,train
cartoon/dog/pic_294.jpg,0,train
cartoon/house/pic_160.jpg,0,train
photo/person/253_0273.jpg,0,train
photo/guitar/n03272010_7092.jpg,0,test
art_painting/dog/pic_021.jpg,0,train
photo/giraffe/n02439033_991.jpg,0,train
photo/dog/n02103406_3964.jpg,0,train
art_painting/dog/pic_312.jpg,0,test
art_painting/house/pic_034.jpg,0,test
cartoon/horse/pic_312.jpg,0,train
cartoon/dog/pic_397.jpg,0,test
cartoon/horse/pic_364.jpg,0,test
cartoon/elephant/pic_432.jpg,0,train
cartoon/person/pic_131.jpg,0,train
art_painting/dog/pic_315.jpg,0,test
photo/giraffe/n02439033_12413.jpg,0,train
cartoon/person/pic_320.jpg,0,test
cartoon/dog/pic_284.jpg,0,train
cartoon/giraffe/pic_195.jpg,0,test
art_painting/person/pic_027.jpg,0,train
cartoon/horse/pic_355.jpg,0,train
cartoon/person/pic_313.jpg,0,train
photo/house/pic_054.jpg,0,train
art_painting/horse/pic_232.jpg,0,test
cartoon/person/pic_389.jpg,0,train
photo/dog/056_0009.jpg,0,train
photo/elephant/064_0012.jpg,0,test
cartoon/giraffe/pic_013.jpg,0,train
art_painting/person/pic_334.jpg,0,train
art_painting/dog/pic_152.jpg,0,train
art_painting/guitar/pic_034.jpg,0,train
cartoon/giraffe/pic_297.jpg,0,train
art_painting/person/pic_320.jpg,0,train
art_painting/person/pic_382.jpg,0,train
photo/guitar/063_0009.jpg,0,test
cartoon/dog/pic_386.jpg,0,train
photo/dog/056_0068.jpg,0,train
art_painting/giraffe/pic_118.jpg,0,test
cartoon/giraffe/pic_061.jpg,0,train
cartoon/house/pic_026.jpg,0,train
photo/dog/056_0082.jpg,0,test
art_painting/person/pic_304.jpg,0,test
cartoon/horse/pic_196.jpg,0,test
photo/person/253_0405.jpg,0,test
photo/elephant/064_0067.jpg,0,train
photo/elephant/064_0072.jpg,0,test
art_painting/guitar/pic_108.jpg,0,test
cartoon/house/pic_347.jpg,0,train
photo/horse/n02374451_503.jpg,0,test
art_painting/house/pic_295.jpg,0,train
art_painting/giraffe/pic_001.jpg,0,test
art_painting/giraffe/pic_307.jpg,0,train
cartoon/dog/pic_178.jpg,0,test
cartoon/dog/pic_427.jpg,0,train
art_painting/horse/pic_195.jpg,0,train
art_painting/horse/pic_154.jpg,0,train
cartoon/elephant/pic_416.jpg,0,train
art_painting/elephant/pic_178.jpg,0,train
art_painting/dog/pic_084.jpg,0,train
cartoon/giraffe/pic_030.jpg,0,test
cartoon/house/pic_314.jpg,0,test
art_painting/giraffe/pic_005.jpg,0,train
cartoon/elephant/pic_396.jpg,0,test
cartoon/dog/pic_313.jpg,0,train
cartoon/person/pic_119.jpg,0,train
photo/person/253_0196.jpg,0,train
photo/elephant/064_0062.jpg,0,train
cartoon/dog/pic_088.jpg,0,train
