model,score_name,partition,index,label,prediction,unknownness,threshold,accepted
vanilla,mls,validation,40830,0,0,-11.469010353088379,-5.762001752853393,True
vanilla,mls,validation,7592,0,0,-10.42370319366455,-5.762001752853393,True
vanilla,mls,validation,38581,0,0,-9.296820640563965,-5.762001752853393,True
vanilla,mls,validation,404,0,0,-10.605286598205566,-5.762001752853393,True
vanilla,mls,validation,39397,0,0,-6.159990310668945,-5.762001752853393,True
vanilla,mls,validation,7581,0,3,-4.415342330932617,-5.762001752853393,False
vanilla,mls,validation,12910,0,0,-8.644075393676758,-5.762001752853393,True
vanilla,mls,validation,47726,0,0,-9.341748237609863,-5.762001752853393,True
vanilla,mls,validation,35553,0,0,-8.119743347167969,-5.762001752853393,True
vanilla,mls,validation,19761,0,0,-8.146973609924316,-5.762001752853393,True
vanilla,mls,validation,47468,0,0,-8.111552238464355,-5.762001752853393,True
vanilla,mls,validation,32263,0,0,-9.184884071350098,-5.762001752853393,True
vanilla,mls,validation,40644,0,0,-10.347809791564941,-5.762001752853393,True
vanilla,mls,validation,35927,0,0,-9.456690788269043,-5.762001752853393,True
vanilla,mls,validation,35121,0,0,-9.329781532287598,-5.762001752853393,True
vanilla,mls,validation,28068,0,0,-11.695877075195312,-5.762001752853393,True
vanilla,mls,validation,36195,0,0,-9.795754432678223,-5.762001752853393,True
vanilla,mls,validation,3880,0,0,-8.965322494506836,-5.762001752853393,True
vanilla,mls,validation,21143,0,8,-6.201986312866211,-5.762001752853393,True
vanilla,mls,validation,11709,0,0,-6.800498008728027,-5.762001752853393,True
vanilla,mls,validation,30233,0,0,-9.100658416748047,-5.762001752853393,True
vanilla,mls,validation,42400,0,0,-8.665605545043945,-5.762001752853393,True
vanilla,mls,validation,34032,0,0,-10.658464431762695,-5.762001752853393,True
vanilla,mls,validation,33647,0,0,-9.127626419067383,-5.762001752853393,True
vanilla,mls,validation,47473,0,0,-10.064224243164062,-5.762001752853393,True
vanilla,mls,validation,115,0,0,-8.122339248657227,-5.762001752853393,True
vanilla,mls,validation,48663,0,0,-10.249696731567383,-5.762001752853393,True
vanilla,mls,validation,20002,0,0,-8.449689865112305,-5.762001752853393,True
vanilla,mls,validation,44454,0,0,-9.5487699508667,-5.762001752853393,True
vanilla,mls,validation,28912,0,0,-3.4471230506896973,-5.762001752853393,False
vanilla,mls,validation,7203,0,0,-10.026790618896484,-5.762001752853393,True
vanilla,mls,validation,31976,0,0,-8.540688514709473,-5.762001752853393,True
vanilla,mls,validation,45262,0,8,-10.093793869018555,-5.762001752853393,True
vanilla,mls,validation,3689,0,0,-8.88632869720459,-5.762001752853393,True
vanilla,mls,validation,8392,0,0,-9.522194862365723,-5.762001752853393,True
vanilla,mls,validation,32721,0,0,-9.787298202514648,-5.762001752853393,True
vanilla,mls,validation,15863,0,2,-4.658720016479492,-5.762001752853393,False
vanilla,mls,validation,7445,0,0,-9.135111808776855,-5.762001752853393,True
vanilla,mls,validation,2421,0,0,-9.800814628601074,-5.762001752853393,True
vanilla,mls,validation,45182,0,0,-9.456952095031738,-5.762001752853393,True
vanilla,mls,validation,20127,0,0,-8.586877822875977,-5.762001752853393,True
vanilla,mls,validation,3011,0,0,-8.162341117858887,-5.762001752853393,True
vanilla,mls,validation,19438,0,0,-6.816418170928955,-5.762001752853393,True
vanilla,mls,validation,10872,0,0,-10.786210060119629,-5.762001752853393,True
vanilla,mls,validation,5703,0,0,-8.897137641906738,-5.762001752853393,True
vanilla,mls,validation,37102,0,0,-3.086866617202759,-5.762001752853393,False
vanilla,mls,validation,9905,0,0,-6.868463516235352,-5.762001752853393,True
vanilla,mls,validation,39392,0,3,-5.829436302185059,-5.762001752853393,True
vanilla,mls,validation,34917,0,0,-10.035135269165039,-5.762001752853393,True
vanilla,mls,validation,35434,0,0,-10.737412452697754,-5.762001752853393,True
vanilla,mls,validation,3024,0,0,-5.353317737579346,-5.762001752853393,False
vanilla,mls,validation,4540,0,0,-8.903264999389648,-5.762001752853393,True
vanilla,mls,validation,43967,0,0,-9.391246795654297,-5.762001752853393,True
vanilla,mls,validation,10601,0,0,-6.389873027801514,-5.762001752853393,True
vanilla,mls,validation,5432,0,0,-6.154456615447998,-5.762001752853393,True
vanilla,mls,validation,16048,0,0,-9.741739273071289,-5.762001752853393,True
vanilla,mls,validation,7914,0,0,-9.20850944519043,-5.762001752853393,True
vanilla,mls,validation,19716,0,0,-9.757159233093262,-5.762001752853393,True
vanilla,mls,validation,41242,0,0,-11.052081108093262,-5.762001752853393,True
vanilla,mls,validation,17054,0,0,-6.160738945007324,-5.762001752853393,True
vanilla,mls,validation,16346,0,3,-5.642270565032959,-5.762001752853393,False
vanilla,mls,validation,41792,0,0,-10.926413536071777,-5.762001752853393,True
vanilla,mls,validation,16245,0,0,-10.343193054199219,-5.762001752853393,True
vanilla,mls,validation,24700,0,0,-8.923064231872559,-5.762001752853393,True
vanilla,mls,validation,32058,0,0,-9.922361373901367,-5.762001752853393,True
vanilla,mls,validation,35570,0,0,-6.49139928817749,-5.762001752853393,True
vanilla,mls,validation,32931,0,0,-7.9389777183532715,-5.762001752853393,True
vanilla,mls,validation,14591,0,0,-9.731821060180664,-5.762001752853393,True
vanilla,mls,validation,46297,0,0,-7.969641208648682,-5.762001752853393,True
vanilla,mls,validation,42572,0,0,-9.297454833984375,-5.762001752853393,True
vanilla,mls,validation,12807,0,0,-7.116022109985352,-5.762001752853393,True
vanilla,mls,validation,17174,0,0,-8.959495544433594,-5.762001752853393,True
vanilla,mls,validation,43125,0,0,-9.414130210876465,-5.762001752853393,True
vanilla,mls,validation,27415,0,0,-9.854206085205078,-5.762001752853393,True
vanilla,mls,validation,34121,0,0,-9.911972045898438,-5.762001752853393,True
vanilla,mls,validation,11633,0,0,-9.437952041625977,-5.762001752853393,True
vanilla,mls,validation,43849,0,0,-9.725336074829102,-5.762001752853393,True
vanilla,mls,validation,44176,0,0,-10.300178527832031,-5.762001752853393,True
vanilla,mls,validation,17490,0,0,-9.259882926940918,-5.762001752853393,True
vanilla,mls,validation,38299,0,0,-8.644864082336426,-5.762001752853393,True
vanilla,mls,validation,25318,0,0,-10.883930206298828,-5.762001752853393,True
vanilla,mls,validation,45344,0,0,-9.732304573059082,-5.762001752853393,True
vanilla,mls,validation,45800,0,0,-7.162298679351807,-5.762001752853393,True
vanilla,mls,validation,46872,0,0,-9.128944396972656,-5.762001752853393,True
vanilla,mls,validation,32839,0,0,-9.177840232849121,-5.762001752853393,True
vanilla,mls,validation,20708,0,0,-7.086811065673828,-5.762001752853393,True
vanilla,mls,validation,43045,0,0,-10.071868896484375,-5.762001752853393,True
vanilla,mls,validation,47925,0,0,-9.121532440185547,-5.762001752853393,True
vanilla,mls,validation,20795,0,0,-6.0207719802856445,-5.762001752853393,True
vanilla,mls,validation,38036,0,0,-9.458355903625488,-5.762001752853393,True
vanilla,mls,validation,29879,0,0,-10.39515209197998,-5.762001752853393,True
vanilla,mls,validation,26846,0,0,-9.897021293640137,-5.762001752853393,True
vanilla,mls,validation,35991,0,0,-11.189146995544434,-5.762001752853393,True
vanilla,mls,validation,213,0,0,-9.34440803527832,-5.762001752853393,True
vanilla,mls,validation,20523,0,0,-4.4728803634643555,-5.762001752853393,False
vanilla,mls,validation,26296,0,0,-9.065333366394043,-5.762001752853393,True
vanilla,mls,validation,44709,0,0,-8.805990219116211,-5.762001752853393,True
vanilla,mls,validation,25362,0,0,-11.709851264953613,-5.762001752853393,True
vanilla,mls,validation,48861,0,0,-8.124796867370605,-5.762001752853393,True
vanilla,mls,validation,4081,0,2,-4.974048137664795,-5.762001752853393,False
vanilla,mls,validation,18390,0,0,-10.538607597351074,-5.762001752853393,True
vanilla,mls,validation,21472,0,0,-9.019796371459961,-5.762001752853393,True
vanilla,mls,validation,11022,0,0,-11.683371543884277,-5.762001752853393,True
vanilla,mls,validation,16567,0,0,-7.795319080352783,-5.762001752853393,True
vanilla,mls,validation,35490,0,9,-7.19277811050415,-5.762001752853393,True
vanilla,mls,validation,1205,0,0,-10.5335693359375,-5.762001752853393,True
vanilla,mls,validation,36323,0,0,-9.426000595092773,-5.762001752853393,True
vanilla,mls,validation,49930,0,0,-9.27021598815918,-5.762001752853393,True
vanilla,mls,validation,22026,0,0,-11.59724235534668,-5.762001752853393,True
vanilla,mls,validation,9417,0,0,-7.012074947357178,-5.762001752853393,True
vanilla,mls,validation,35327,0,0,-8.63573932647705,-5.762001752853393,True
vanilla,mls,validation,33000,0,0,-9.15811824798584,-5.762001752853393,True
vanilla,mls,validation,18603,0,0,-10.231955528259277,-5.762001752853393,True
vanilla,mls,validation,22993,0,0,-4.597674369812012,-5.762001752853393,False
vanilla,mls,validation,24721,0,0,-8.935290336608887,-5.762001752853393,True
vanilla,mls,validation,7547,0,0,-7.623905658721924,-5.762001752853393,True
vanilla,mls,validation,7060,0,0,-9.95300579071045,-5.762001752853393,True
vanilla,mls,validation,989,0,0,-7.392647743225098,-5.762001752853393,True
vanilla,mls,validation,7826,0,0,-10.272706031799316,-5.762001752853393,True
vanilla,mls,validation,25462,0,0,-8.610366821289062,-5.762001752853393,True
vanilla,mls,validation,24641,0,0,-9.607468605041504,-5.762001752853393,True
vanilla,mls,validation,27059,0,0,-4.902762413024902,-5.762001752853393,False
vanilla,mls,validation,21964,0,0,-8.461064338684082,-5.762001752853393,True
vanilla,mls,validation,27427,0,0,-8.242609024047852,-5.762001752853393,True
vanilla,mls,validation,33509,0,0,-9.90642261505127,-5.762001752853393,True
vanilla,mls,validation,32775,0,0,-8.380823135375977,-5.762001752853393,True
vanilla,mls,validation,21404,0,0,-8.716813087463379,-5.762001752853393,True
vanilla,mls,validation,49441,0,0,-8.833996772766113,-5.762001752853393,True
vanilla,mls,validation,11178,0,0,-8.239697456359863,-5.762001752853393,True
vanilla,mls,validation,16920,0,0,-10.222626686096191,-5.762001752853393,True
vanilla,mls,validation,44773,0,0,-9.429818153381348,-5.762001752853393,True
vanilla,mls,validation,13979,0,0,-6.982380390167236,-5.762001752853393,True
vanilla,mls,validation,44074,0,0,-9.847311019897461,-5.762001752853393,True
vanilla,mls,validation,25290,0,0,-11.72512435913086,-5.762001752853393,True
vanilla,mls,validation,6665,0,0,-9.372543334960938,-5.762001752853393,True
vanilla,mls,validation,45679,0,0,-9.6780366897583,-5.762001752853393,True
vanilla,mls,validation,44592,0,0,-10.018609046936035,-5.762001752853393,True
vanilla,mls,validation,6711,0,0,-9.007389068603516,-5.762001752853393,True
vanilla,mls,validation,46137,0,0,-10.285553932189941,-5.762001752853393,True
vanilla,mls,validation,46807,0,0,-10.06959342956543,-5.762001752853393,True
vanilla,mls,validation,6904,0,0,-9.005600929260254,-5.762001752853393,True
vanilla,mls,validation,49671,0,0,-8.790007591247559,-5.762001752853393,True
vanilla,mls,validation,1187,0,0,-10.011540412902832,-5.762001752853393,True
vanilla,mls,validation,47328,0,0,-6.741344451904297,-5.762001752853393,True
vanilla,mls,validation,35859,0,0,-8.341638565063477,-5.762001752853393,True
vanilla,mls,validation,38536,0,0,-9.949241638183594,-5.762001752853393,True
vanilla,mls,validation,45143,0,0,-10.306429862976074,-5.762001752853393,True
vanilla,mls,validation,14708,0,0,-7.789125442504883,-5.762001752853393,True
vanilla,mls,validation,34109,0,0,-10.68075942993164,-5.762001752853393,True
vanilla,mls,validation,24605,0,2,-5.921507358551025,-5.762001752853393,True
vanilla,mls,validation,28469,0,0,-9.620718955993652,-5.762001752853393,True
vanilla,mls,validation,48289,0,0,-9.248411178588867,-5.762001752853393,True
vanilla,mls,validation,15581,0,0,-8.410594940185547,-5.762001752853393,True
vanilla,mls,validation,40294,0,0,-10.144143104553223,-5.762001752853393,True
vanilla,mls,validation,14806,0,0,-9.55677604675293,-5.762001752853393,True
vanilla,mls,validation,11514,0,0,-9.59984016418457,-5.762001752853393,True
vanilla,mls,validation,13348,0,0,-9.576455116271973,-5.762001752853393,True
vanilla,mls,validation,20334,0,0,-5.556737422943115,-5.762001752853393,False
vanilla,mls,validation,8242,0,0,-7.462034702301025,-5.762001752853393,True
vanilla,mls,validation,23352,0,0,-9.9721040725708,-5.762001752853393,True
vanilla,mls,validation,40346,0,0,-9.321281433105469,-5.762001752853393,True
vanilla,mls,validation,16015,0,0,-8.805696487426758,-5.762001752853393,True
vanilla,mls,validation,11078,0,0,-2.264338493347168,-5.762001752853393,False
vanilla,mls,validation,11849,0,0,-9.574749946594238,-5.762001752853393,True
vanilla,mls,validation,33831,0,0,-8.74411392211914,-5.762001752853393,True
vanilla,mls,validation,28036,0,0,-9.293416023254395,-5.762001752853393,True
vanilla,mls,validation,11425,0,0,-8.750335693359375,-5.762001752853393,True
vanilla,mls,validation,11014,0,0,-10.86472225189209,-5.762001752853393,True
vanilla,mls,validation,39966,0,0,-8.80063533782959,-5.762001752853393,True
vanilla,mls,validation,26552,0,2,-5.744882106781006,-5.762001752853393,False
vanilla,mls,validation,4477,0,0,-10.509096145629883,-5.762001752853393,True
vanilla,mls,validation,36106,0,0,-6.972476959228516,-5.762001752853393,True
vanilla,mls,validation,30205,0,0,-7.342958450317383,-5.762001752853393,True
vanilla,mls,validation,31757,0,0,-10.013427734375,-5.762001752853393,True
vanilla,mls,validation,45064,0,0,-5.720470905303955,-5.762001752853393,False
vanilla,mls,validation,4722,0,0,-6.0882720947265625,-5.762001752853393,True
vanilla,mls,validation,41258,0,0,-9.387391090393066,-5.762001752853393,True
vanilla,mls,validation,32070,0,0,-8.777142524719238,-5.762001752853393,True
vanilla,mls,validation,47676,0,0,-10.518644332885742,-5.762001752853393,True
vanilla,mls,validation,23629,0,0,-9.788507461547852,-5.762001752853393,True
vanilla,mls,validation,34417,0,0,-9.363089561462402,-5.762001752853393,True
vanilla,mls,validation,10686,0,0,-8.15076732635498,-5.762001752853393,True
vanilla,mls,validation,9390,0,0,-8.597124099731445,-5.762001752853393,True
vanilla,mls,validation,22875,0,0,-8.137299537658691,-5.762001752853393,True
vanilla,mls,validation,18381,0,0,-7.1091814041137695,-5.762001752853393,True
vanilla,mls,validation,4941,0,0,-9.566460609436035,-5.762001752853393,True
vanilla,mls,validation,11802,0,0,-8.75590705871582,-5.762001752853393,True
vanilla,mls,validation,33864,0,0,-10.738937377929688,-5.762001752853393,True
vanilla,mls,validation,27231,0,0,-9.435564994812012,-5.762001752853393,True
vanilla,mls,validation,37841,0,0,-9.646256446838379,-5.762001752853393,True
vanilla,mls,validation,40741,0,0,-9.24141788482666,-5.762001752853393,True
vanilla,mls,validation,2512,0,0,-9.274027824401855,-5.762001752853393,True
vanilla,mls,validation,6688,0,0,-10.03530502319336,-5.762001752853393,True
vanilla,mls,validation,5033,0,0,-8.181976318359375,-5.762001752853393,True
vanilla,mls,validation,25489,0,0,-9.783722877502441,-5.762001752853393,True
vanilla,mls,validation,44582,0,0,-10.359490394592285,-5.762001752853393,True
vanilla,mls,validation,6682,0,0,-6.087802410125732,-5.762001752853393,True
vanilla,mls,validation,29544,0,0,-8.178423881530762,-5.762001752853393,True
vanilla,mls,validation,16497,0,0,-8.561982154846191,-5.762001752853393,True
vanilla,mls,validation,32831,0,0,-8.949408531188965,-5.762001752853393,True
vanilla,mls,validation,5580,0,0,-8.597004890441895,-5.762001752853393,True
vanilla,mls,validation,37883,0,0,-6.337389945983887,-5.762001752853393,True
