group,index,unknown_class,predicted_known_class,score,threshold,selected_for_figure,semantic_interpretation
near,5201,bus,truck,-12.68542194366455,-5.762001752853393,True,Review image: plausible confusion or surprising failure; explain why.
near,4586,bus,automobile,-9.777016639709473,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7135,wolf,dog,-9.753911018371582,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8165,pickup_truck,automobile,-9.7526273727417,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5142,leopard,cat,-9.752562522888184,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2603,pickup_truck,automobile,-9.749603271484375,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9878,pickup_truck,automobile,-9.746175765991211,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3887,bus,truck,-9.735490798950195,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,957,bus,truck,-9.72584056854248,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,803,pickup_truck,automobile,-9.721988677978516,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2100,pickup_truck,automobile,-9.702921867370605,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5009,pickup_truck,automobile,-9.701615333557129,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5696,tractor,truck,-9.689239501953125,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6653,pickup_truck,automobile,-9.68671703338623,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8953,pickup_truck,automobile,-9.685032844543457,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7207,pickup_truck,automobile,-9.682093620300293,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6866,tractor,truck,-9.669272422790527,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4185,bus,truck,-9.65742015838623,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8996,tractor,ship,-9.657167434692383,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2665,bus,truck,-9.650565147399902,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5832,fox,deer,-9.649209976196289,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8966,pickup_truck,automobile,-9.635887145996094,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9142,camel,horse,-9.578889846801758,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9587,wolf,cat,-9.566950798034668,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9790,wolf,cat,-9.559704780578613,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1882,camel,dog,-9.542457580566406,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3276,bus,truck,-9.52659797668457,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5853,bus,truck,-9.515371322631836,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2946,camel,dog,-9.514772415161133,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6967,wolf,dog,-9.51345443725586,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4264,fox,deer,-9.501205444335938,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5905,leopard,frog,-9.488121032714844,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5110,pickup_truck,automobile,-9.48227310180664,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7131,pickup_truck,automobile,-9.4739408493042,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,619,bus,automobile,-9.472169876098633,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5163,bus,truck,-9.44565200805664,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9572,bus,truck,-9.442338943481445,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4435,camel,dog,-9.441974639892578,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,299,tractor,automobile,-9.439338684082031,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1060,camel,horse,-9.4334077835083,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4602,wolf,dog,-9.425477027893066,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4238,leopard,dog,-9.409363746643066,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5550,tractor,truck,-9.403826713562012,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5654,bus,automobile,-9.401346206665039,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2570,leopard,cat,-9.39706802368164,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2396,pickup_truck,automobile,-9.396232604980469,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8405,fox,deer,-9.37875747680664,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6162,fox,cat,-9.351600646972656,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3644,fox,deer,-9.34360408782959,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8455,pickup_truck,automobile,-9.340791702270508,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7900,pickup_truck,automobile,-9.321331977844238,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9575,leopard,frog,-9.316679954528809,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4463,pickup_truck,automobile,-9.29759693145752,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4335,pickup_truck,truck,-9.297484397888184,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9880,pickup_truck,truck,-9.282035827636719,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7376,bus,truck,-9.271722793579102,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8085,bus,truck,-9.261221885681152,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5437,pickup_truck,automobile,-9.25882625579834,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5932,pickup_truck,truck,-9.250720977783203,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2882,pickup_truck,automobile,-9.239828109741211,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1271,bus,truck,-9.238127708435059,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5756,pickup_truck,automobile,-9.230713844299316,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2842,wolf,cat,-9.229989051818848,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6401,leopard,frog,-9.221238136291504,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8604,camel,deer,-9.218925476074219,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7367,leopard,cat,-9.190069198608398,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4307,bus,truck,-9.180399894714355,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7750,camel,bird,-9.178976058959961,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6055,leopard,cat,-9.164193153381348,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3655,pickup_truck,automobile,-9.157698631286621,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8407,wolf,cat,-9.15519905090332,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2415,camel,deer,-9.154891967773438,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3731,wolf,dog,-9.152328491210938,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5495,tractor,truck,-9.145757675170898,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5291,wolf,dog,-9.14350700378418,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7559,pickup_truck,automobile,-9.14176082611084,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5748,bus,truck,-9.140090942382812,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7503,fox,dog,-9.13877010345459,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7194,camel,deer,-9.138129234313965,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6552,wolf,cat,-9.117897033691406,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6924,leopard,frog,-9.111625671386719,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2203,bus,automobile,-9.110955238342285,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4881,pickup_truck,automobile,-9.106926918029785,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2832,bus,truck,-9.10027027130127,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2102,wolf,bird,-9.096839904785156,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,58,leopard,cat,-9.086175918579102,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7508,bus,truck,-9.083431243896484,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1212,pickup_truck,automobile,-9.079171180725098,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6574,pickup_truck,automobile,-9.076940536499023,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7441,bus,truck,-9.075434684753418,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7752,wolf,cat,-9.059426307678223,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4677,leopard,cat,-9.035379409790039,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5698,leopard,frog,-9.025479316711426,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2544,fox,deer,-9.01683521270752,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,149,pickup_truck,automobile,-9.013298988342285,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8082,pickup_truck,automobile,-8.999964714050293,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1143,bus,truck,-8.999444961547852,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2340,wolf,dog,-8.989337921142578,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4003,fox,deer,-8.970157623291016,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6395,leopard,frog,-8.967653274536133,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8150,fox,cat,-8.96435832977295,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7087,wolf,cat,-8.908947944641113,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,555,leopard,cat,-8.900067329406738,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9965,wolf,dog,-8.899872779846191,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,17,wolf,cat,-8.88283920288086,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4821,pickup_truck,automobile,-8.880354881286621,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,811,camel,deer,-8.867613792419434,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7445,camel,deer,-8.838204383850098,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9835,bus,truck,-8.834260940551758,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6616,camel,dog,-8.831751823425293,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9927,pickup_truck,automobile,-8.816343307495117,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2933,wolf,cat,-8.815360069274902,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1227,fox,dog,-8.814674377441406,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9447,pickup_truck,automobile,-8.810736656188965,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6116,bus,truck,-8.805074691772461,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1327,pickup_truck,automobile,-8.802385330200195,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9377,pickup_truck,automobile,-8.789507865905762,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3613,wolf,dog,-8.785970687866211,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4889,fox,horse,-8.782476425170898,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,36,pickup_truck,truck,-8.768641471862793,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1328,leopard,cat,-8.76828384399414,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1133,fox,deer,-8.761307716369629,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4663,tractor,truck,-8.761028289794922,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5732,pickup_truck,automobile,-8.760540962219238,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6433,wolf,cat,-8.756542205810547,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6279,motorcycle,automobile,-8.754651069641113,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5008,pickup_truck,automobile,-8.753694534301758,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7200,camel,bird,-8.748169898986816,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8324,leopard,cat,-8.743054389953613,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7109,motorcycle,automobile,-8.74303150177002,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2064,wolf,dog,-8.69800853729248,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1994,leopard,frog,-8.661849975585938,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8503,pickup_truck,automobile,-8.661652565002441,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3608,fox,cat,-8.653593063354492,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8187,fox,cat,-8.645511627197266,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6176,bus,truck,-8.615883827209473,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9930,bus,truck,-8.615638732910156,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6767,leopard,frog,-8.604535102844238,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,259,leopard,cat,-8.593844413757324,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9936,leopard,cat,-8.593653678894043,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3947,bus,truck,-8.589853286743164,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,790,motorcycle,truck,-8.571207046508789,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1320,fox,dog,-8.55330753326416,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7962,pickup_truck,truck,-8.547767639160156,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,150,pickup_truck,truck,-8.543909072875977,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2321,pickup_truck,automobile,-8.54286003112793,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2948,camel,deer,-8.524860382080078,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2421,pickup_truck,automobile,-8.512215614318848,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7028,wolf,cat,-8.508535385131836,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8717,bus,truck,-8.494112014770508,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4468,bus,truck,-8.4937162399292,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3913,tractor,truck,-8.488921165466309,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1698,fox,deer,-8.475126266479492,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7308,wolf,dog,-8.474225044250488,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2698,bus,automobile,-8.472715377807617,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5781,wolf,cat,-8.471518516540527,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8648,camel,bird,-8.469569206237793,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7816,bus,truck,-8.465360641479492,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5762,camel,bird,-8.452902793884277,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5634,bus,truck,-8.443799018859863,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3732,motorcycle,truck,-8.441437721252441,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4691,tractor,truck,-8.427669525146484,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1425,fox,deer,-8.426969528198242,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4788,bus,automobile,-8.407992362976074,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6545,fox,deer,-8.40730094909668,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7875,wolf,cat,-8.406253814697266,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3817,wolf,dog,-8.40307331085205,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7736,tractor,ship,-8.402068138122559,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3532,tractor,truck,-8.386624336242676,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,460,pickup_truck,automobile,-8.378560066223145,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7570,pickup_truck,truck,-8.372833251953125,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3219,wolf,dog,-8.372635841369629,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3831,camel,horse,-8.369247436523438,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9019,tractor,truck,-8.365921020507812,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2834,camel,horse,-8.361361503601074,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6075,pickup_truck,automobile,-8.358589172363281,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2029,tractor,truck,-8.347084045410156,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9406,leopard,cat,-8.333883285522461,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5113,camel,dog,-8.323006629943848,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4404,tractor,truck,-8.322165489196777,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8834,camel,dog,-8.314407348632812,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,255,wolf,dog,-8.299127578735352,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,214,wolf,cat,-8.297284126281738,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8958,bus,automobile,-8.280997276306152,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3877,wolf,cat,-8.278633117675781,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5445,tractor,truck,-8.26196002960205,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2144,tractor,truck,-8.260432243347168,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8109,fox,deer,-8.256878852844238,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9110,camel,horse,-8.24849796295166,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6044,camel,bird,-8.232510566711426,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
