index,label,mls,msp,energy,mahalanobis
3216,9,-5.459446907043457,0.03857678278974219,-5.498787481481147,1690.3494576659527
3282,22,-5.62645959854126,0.23643272809148796,-5.8962136468463395,2986.45307957425
3298,39,-5.624598979949951,0.13755404394417692,-5.772581771635194,3178.5021843459795
3299,20,-5.287353515625,0.14107936202618676,-5.439432265745694,2864.527159571029
3304,10,-6.180474281311035,0.2683014220821861,-6.492860909936833,3136.8613892308194
3322,20,-5.719128608703613,0.039523507306385874,-5.759454379807227,2577.8246750133912
3337,51,-5.3331685066223145,0.1303734732964601,-5.472859945773813,2464.257444731378
3402,82,-5.352353096008301,0.10965919807179447,-5.468504062045913,2852.4756979513977
3409,20,-4.84848690032959,0.17202667030861163,-5.037261235962884,3228.496263209964
3548,9,-4.652724266052246,0.11893836134695834,-4.77935195712671,2930.222349556556
3609,94,-4.605892181396484,0.09062471798486083,-4.700889599899072,2201.553412253121
3693,39,-5.3552093505859375,0.49801840742899006,-6.044401178733879,4206.288681488206
3705,94,-4.186729431152344,0.18431620778990865,-4.390457939818057,2569.9502646331184
3730,10,-6.410661697387695,0.040374278762255855,-6.451873641639148,3964.0141348875813
3734,51,-5.732913970947266,0.054060617367672203,-5.788490760486257,2864.836225469062
3742,51,-5.638234615325928,0.17869689264438648,-5.835097660109178,3563.9984097189067
3759,51,-5.055616855621338,0.16441281951301134,-5.235237446724976,3248.4198579689782
3770,82,-6.027517795562744,0.04809866690101139,-6.076811686827432,3525.3092572812175
3787,94,-5.277188777923584,0.12350760576453723,-5.409016030008821,4203.786305385276
3853,94,-6.631909370422363,0.06600735157231774,-6.700196082269073,3294.862374072349
3912,20,-5.593116283416748,0.052770713768161226,-5.647330380005735,1976.3514314241502
3975,82,-5.699835300445557,0.07005415118922831,-5.772464222060846,4372.227722110459
4010,20,-5.6364006996154785,0.3604282800485966,-6.083357213825776,3928.7825794017062
4022,51,-5.504889488220215,0.1262581741648544,-5.639859828965451,2762.891140335985
4065,9,-5.19490909576416,0.07725093041083975,-5.275307041138881,2365.3315988645018
4171,94,-6.1782355308532715,0.03213045694312899,-6.210893501210414,3244.5983187001007
4183,39,-5.831747531890869,0.027519669971746596,-5.859652961776984,1868.1855850237287
4214,20,-5.054910182952881,0.1350477719282942,-5.19999118419101,2651.734111237137
4325,9,-6.061781406402588,0.19553640607698053,-6.279360973024069,4360.082245981969
4332,9,-5.275996685028076,0.16063595763850658,-5.451107451338853,3597.8500081396814
4348,10,-5.272112846374512,0.08684826264908108,-5.362966062129466,3572.654233922377
4373,51,-4.261930465698242,0.134506975832273,-4.406386429983683,2595.5036958741694
4417,51,-3.965736150741577,0.247576929323993,-4.250192669986487,2995.9158987462365
4466,94,-7.288891792297363,0.03059869079154498,-7.319968397334316,3620.912619717239
4656,22,-5.787679195404053,0.07820359168312274,-5.869110090487415,3816.228575893374
4668,20,-4.171517372131348,0.12837300911955418,-4.308911081472872,2261.7539808099737
4708,9,-4.979959487915039,0.07743462362015785,-5.060556524789126,2412.1115355463
4746,82,-5.430210113525391,0.06758763046172145,-5.500190219090853,3423.468535778702
4771,22,-4.3459553718566895,0.16293936523360453,-4.523814140002613,3386.987948922022
4779,22,-5.523258686065674,0.07481847003091491,-5.601023998174399,2506.6462591483723
4804,39,-4.39497709274292,0.14440479518069071,-4.550934998998022,2962.8316951232887
4968,51,-5.543971061706543,0.12018522646344576,-5.672014939988976,3152.974107683258
4981,9,-5.456573486328125,0.21242591707562997,-5.695371325480358,2935.07104260885
4999,39,-5.714471340179443,0.05798952247921407,-5.774210222013543,2438.437513495269
5002,82,-5.196835517883301,0.10400824896877658,-5.306659590371254,3063.728284727549
5082,94,-7.710235595703125,0.1641005842488794,-7.889482584926298,4303.6177787458055
5102,9,-5.391000270843506,0.09688078180735837,-5.492900980546566,3253.44136252054
5155,82,-5.345049858093262,0.11772910333127906,-5.470305989145976,2669.268202888582
5333,94,-5.367851257324219,0.044805965665548286,-5.413692039149779,1940.689539891217
5354,51,-5.381288528442383,0.2687092958317163,-5.694232746607751,2766.9739190035157
5386,51,-5.01306676864624,0.09819872891419479,-5.116427872143823,3032.3778310234893
5387,94,-4.7813029289245605,0.20086993926070074,-5.005534495989179,3053.513215646545
5440,9,-4.375678062438965,0.1469815218071402,-4.534652131569845,3044.703005092436
5444,10,-5.8999738693237305,0.06541176932213133,-5.9676231110164695,2483.9037020103956
5505,39,-5.313969612121582,0.03789969607832333,-5.352606179842488,1822.783305928773
5659,39,-5.788512229919434,0.027206266518368327,-5.816095439443936,1612.6230112769158
5666,94,-6.225886344909668,0.4472949674632234,-6.818817159726253,4466.05723615616
5680,82,-4.94551420211792,0.10433487101747141,-5.055702877958174,2860.646719039123
5699,20,-5.326589584350586,0.03936143810573567,-5.36674663135759,2103.6003541664377
5740,39,-5.376502513885498,0.061261537569958,-5.439720880218967,2543.639583904268
5768,22,-5.1740007400512695,0.13216199350974756,-5.315750950257767,2906.5384057861465
5838,51,-5.7246994972229,0.09556332238218224,-5.82514248198199,2436.339563913357
5944,51,-6.979308128356934,0.08204214155756329,-7.064911923608411,3176.735485441778
5995,20,-5.773412704467773,0.027498568260070133,-5.801296435732244,1500.1981939935652
6141,20,-4.475855827331543,0.17890026396465586,-4.672966523075856,3655.6168703747726
6165,22,-4.593060493469238,0.16625640188641966,-4.774889853675512,3120.5738966138006
6217,9,-5.035715103149414,0.12486059676496497,-5.169087190480802,3013.8620029483
6298,39,-4.699100017547607,0.18834212594629995,-4.907776382527889,3045.7802737342276
6413,94,-6.566775321960449,0.13836191539542153,-6.715695273889994,3142.298365571812
6421,82,-4.086888790130615,0.2789223072138499,-4.413897180648219,3045.820501183729
6507,9,-5.45206356048584,0.4710190796096797,-6.0888664755752036,3978.5062962496786
6559,10,-6.25821590423584,0.18470133353689966,-6.462416675189968,4232.437530630659
6594,20,-6.564303398132324,0.13892001863740933,-6.71387128343244,3134.041202831768
6619,20,-5.056361198425293,0.10672634928252223,-5.169223503700797,3076.4117973029715
6679,51,-4.655045509338379,0.13616194688475514,-4.801415475609278,2973.301869964913
6695,39,-4.982106685638428,0.0996384479683683,-5.087065557486338,2630.480826380962
6734,39,-5.7256293296813965,0.3910294247427727,-6.221614658611512,3937.204517166814
6772,10,-5.66623067855835,0.13272842449360533,-5.808633793929866,2789.9469497419236
6788,9,-4.220544815063477,0.14816221477397418,-4.380903978270532,2800.353789025652
6795,22,-5.486219882965088,0.061546860247088886,-5.5497422381710795,3782.8955800697436
6804,10,-6.476953506469727,0.11192931274546569,-6.59565744286371,3221.0931035547183
6809,94,-7.253593921661377,0.22430668988529157,-7.507591977504223,3971.927225329129
6823,94,-5.106493949890137,0.11525084471067126,-5.228945064392193,2758.029878968445
6841,22,-4.781728744506836,0.13624964530785666,-4.928200237765044,2843.649090042043
6843,82,-6.534263610839844,0.24319243251495737,-6.812909872814745,4259.3625685262305
6845,82,-5.699059963226318,0.22903769093336124,-5.959175755616159,3028.043095607954
6859,10,-5.309014797210693,0.15530901947262643,-5.4777992192393965,4936.313697010579
6890,22,-5.424650192260742,0.0858158175339212,-5.514373407544711,2983.4325149046754
6998,39,-4.9081830978393555,0.07103273380347319,-4.981864874154245,2061.650086523657
7096,39,-5.342864513397217,0.21675037460913904,-5.587168340822481,2633.380138133598
7181,51,-7.344715118408203,0.35874339834795343,-7.7890407059844025,4017.7364937378006
7259,9,-4.345749855041504,0.16716416030088233,-4.528668582467412,2494.913080071906
7275,22,-4.565420627593994,0.14471471219703846,-4.721740823349823,2843.6946015706667
7319,20,-5.324968338012695,0.21102047038591742,-5.561983241207857,2991.438384481559
7345,10,-8.141865730285645,0.08500472947972748,-8.230702112835923,3558.352398587692
7362,22,-5.037674427032471,0.1468794404749646,-5.196528832607169,3808.613933627208
7423,9,-4.600198268890381,0.08552009450457765,-4.689598053497422,2275.750887981925
7437,94,-4.969864845275879,0.08639572469323997,-5.060222605740731,2328.760671162775
7499,20,-5.307839393615723,0.3477809320810764,-5.735214173363783,2686.7695217671817
7515,10,-4.890289783477783,0.15537112921417562,-5.0591477377526495,3451.543808888102
7535,20,-5.74616003036499,0.15024074728951697,-5.908962232085868,3549.657713435323
7607,94,-5.442802906036377,0.12364702159584007,-5.574789231858262,3225.280854678741
7616,82,-5.727377414703369,0.058220926396354344,-5.787361975698568,3388.1560329028225
7619,51,-5.690836429595947,0.11888191440206008,-5.817400055757916,2970.4581657589397
7694,94,-5.285684585571289,0.03208858318040819,-5.318299293014295,1565.9406783396125
7728,9,-5.5799455642700195,0.05629856666108224,-5.63789100537584,2399.928708648692
7787,51,-7.064619541168213,0.2304187718087075,-7.326528312739665,3114.37736267325
7795,10,-4.690598011016846,0.086394360561583,-4.780954278350946,2232.3620990079353
7828,94,-6.4648566246032715,0.2584630315974814,-6.763886887009449,4339.484688327857
7957,39,-6.398956775665283,0.05056094318424831,-6.450840710956571,3114.5627856944293
7959,22,-4.587966442108154,0.1380965390300427,-4.736578450932809,3456.5327002398435
7982,20,-5.1219258308410645,0.09664436860779213,-5.223564800724199,3876.400300902998
8004,10,-5.334954738616943,0.1396548656484865,-5.485376389845076,3866.14624850915
8013,10,-6.305556297302246,0.09734732877734298,-6.4079737355944495,3367.9074398290777
8058,39,-5.377370357513428,0.10578357740906896,-5.489177807184471,3238.903956172853
8068,82,-5.019247531890869,0.1378445386850734,-5.1675672069170595,2547.246247389661
8122,22,-5.3610382080078125,0.0902081597277894,-5.455577660599244,3853.4466071799525
8233,39,-5.202445983886719,0.051792280309540195,-5.255627671018181,2122.3311728278677
8317,9,-5.411039352416992,0.45926670027161,-6.025868450577976,3925.0540456280332
8462,9,-3.468519449234009,0.26450632378429106,-3.775732786150829,2981.061284929372
8472,39,-5.334961414337158,0.15522284404713016,-5.503643821508392,3827.9747487815503
8521,39,-5.618098735809326,0.04890789376939264,-5.668243104958417,2552.1345554995514
8616,82,-6.082901477813721,0.10857551142370025,-6.197836024620927,3193.4349825217223
8644,9,-4.522085666656494,0.1324947759219509,-4.664219411843762,3098.9682263162176
8829,51,-6.680267333984375,0.382843035780833,-7.16289922235646,3548.3987647406766
8866,82,-6.081254005432129,0.25363363055410504,-6.373792692908696,3963.1151958913497
8868,94,-5.774427890777588,0.1856810682449025,-5.979831072440971,3913.9278234268045
8889,94,-4.944004535675049,0.07820538194157578,-5.0254373729011395,2867.423331639934
8985,82,-6.003043174743652,0.2124377086603918,-6.241855986040462,4681.35843285909
8994,39,-5.788031578063965,0.06265499210392278,-5.852735437780057,3088.193105329324
9089,20,-5.469703197479248,0.16845584471909547,-5.65417407607428,2524.3239654763247
9122,39,-5.564385414123535,0.12563326500135308,-5.698640800198196,3966.3350330946723
9193,51,-9.512662887573242,0.016227844815769776,-9.529023845924398,3218.8156971455955
9212,94,-5.533121585845947,0.14422806858007087,-5.688872959443613,2526.4789374228976
9262,39,-5.706351280212402,0.14897217291109943,-5.867661731873871,3107.655985046036
9357,9,-4.915829658508301,0.058568950755039206,-4.976183827077741,2174.1887795264565
9397,10,-4.288020133972168,0.1658631993948413,-4.469377994544338,3068.021581078393
9471,22,-5.3487372398376465,0.12079548587246491,-5.477474981385574,2953.955189729105
9532,82,-5.28863000869751,0.05092425689221669,-5.3408966786531975,2209.1030251656557
9657,94,-4.7793965339660645,0.10512299565321404,-4.890465529427923,2453.567736265682
9681,82,-5.760941505432129,0.08143878047763142,-5.845888230349974,2486.208123874534
9736,39,-4.6831488609313965,0.1551248305666425,-4.8517152519505204,2800.1831109293967
9742,39,-6.031675338745117,0.1050970731734292,-6.142715366981078,3517.1344931083568
9766,39,-4.517721652984619,0.15331830627247423,-4.684152112282709,2929.446855233249
9826,51,-5.84597635269165,0.028040584971640747,-5.874417582171125,1782.8575756751575
9873,20,-4.884791851043701,0.3949422699185178,-5.387223254925066,2948.278361996321
