x,y,condition,label,official_test_index
48.982643,-8.213604,clean,9,603
-21.576809,-27.224522,clean,3,2861
20.808765,-39.59598,clean,2,6426
-23.602585,22.029938,clean,4,7864
2.317727,14.276451,clean,6,5729
-17.356022,-1.3697177,clean,5,7474
-60.340313,-14.362666,clean,1,4298
25.574057,45.41973,clean,0,1175
18.33065,-35.419384,clean,2,3454
-30.314058,-27.65842,clean,3,2754
-8.04266,24.80245,clean,4,855
-42.81403,22.139736,clean,7,2854
-62.89601,-22.544855,clean,1,5092
53.068027,-10.858175,clean,9,5590
-20.960688,-29.027115,clean,3,4463
23.822363,-29.956219,clean,2,5318
-6.4811864,24.333359,clean,6,3515
-21.187206,30.825752,clean,4,4642
51.887566,-19.083195,clean,9,852
62.43237,5.5813236,clean,8,1247
16.696589,-39.339622,clean,2,7084
46.876705,-9.845015,clean,9,5301
8.088441,15.077044,clean,6,5082
-21.707533,22.902569,clean,4,5077
-33.978767,-4.3846493,clean,3,1563
-49.079987,14.19234,clean,7,29
-54.172672,12.573169,clean,7,3867
9.878728,11.170632,clean,6,4620
23.301971,-22.66091,clean,2,4065
0.88406694,-13.369496,clean,5,1095
-25.5339,-25.878853,clean,3,4229
-26.028524,-12.814006,clean,3,3562
51.41681,16.657383,clean,8,2342
13.6825485,14.245614,clean,6,1667
-52.398354,-12.732056,clean,1,7033
-34.412857,11.129644,clean,7,1771
57.91364,9.6031475,clean,8,3157
-8.96264,-25.196583,clean,3,3851
-40.364372,21.23058,clean,7,1287
20.537712,38.52348,clean,0,7320
7.3012137,15.121892,clean,6,7600
-6.3179097,-17.507938,clean,5,3852
-46.989216,12.718973,clean,7,269
-40.16707,19.012545,clean,7,1703
-8.716127,-6.2796717,clean,5,7776
-21.709719,32.911312,clean,4,3891
16.69907,40.366566,clean,0,7009
22.998327,45.444637,clean,0,4893
55.031727,-18.352947,clean,9,2351
-46.015396,-27.766722,clean,1,3550
-53.602028,2.6250072,clean,7,5719
-53.237816,1.4762505,clean,7,1884
-21.187187,24.6995,clean,4,2898
-55.03532,-9.395349,clean,1,4640
-17.13685,32.557144,clean,4,7610
62.393265,8.056859,clean,8,1833
30.671661,17.56003,clean,0,6455
39.608864,-18.350018,clean,9,3893
7.239032,13.587995,clean,6,4731
-1.6633931,15.27793,clean,6,929
-0.5774964,17.17099,clean,6,3962
-10.99718,-27.715223,clean,3,3778
-27.773825,16.8091,clean,4,1429
24.27274,-40.993168,clean,2,49
44.755554,-10.152916,clean,9,276
-61.329544,-15.060819,clean,1,6076
18.877506,40.817917,clean,0,1389
15.683018,-53.151283,clean,2,3362
21.493778,-33.236534,clean,2,317
24.03009,47.40358,clean,0,4675
-11.257725,1.3499038,clean,5,5924
-43.33493,-11.946765,clean,1,198
9.07322,8.974865,clean,6,7779
-22.58586,20.435545,clean,4,4054
-18.554697,24.548594,clean,4,5556
-58.014923,-13.7474375,clean,1,2687
22.102991,-32.244183,clean,2,1202
-1.5495124,-25.838041,clean,5,97
-24.953268,25.237898,clean,4,6033
-45.80622,8.682955,clean,7,1711
35.40738,-10.827705,clean,9,1430
61.32061,10.60935,clean,8,739
-52.90992,-12.751345,clean,1,3491
-39.79097,-21.30795,clean,1,1568
-18.305958,26.174988,clean,4,1211
25.621502,-37.91855,clean,2,4913
15.352544,-51.979675,clean,2,2502
-21.439135,-22.913895,clean,3,2539
-15.321052,-26.988049,clean,3,979
19.740938,-27.402893,clean,2,6354
26.022432,-39.915035,clean,2,4735
29.361668,40.03663,clean,0,5912
4.3283,14.362998,clean,6,3844
-24.012978,-14.507974,clean,3,1263
-53.172974,15.287353,clean,7,3404
51.452496,27.406876,clean,8,3905
39.66709,10.553363,clean,0,1596
38.924023,9.720993,clean,0,3083
2.3739936,13.341109,clean,6,2003
15.972199,-52.60116,clean,2,5030
-60.432842,-16.644583,clean,1,95
-10.9830885,17.50499,clean,4,2757
-59.71848,-15.42819,clean,1,3413
-48.17348,7.010465,clean,1,5488
7.0743732,10.163796,clean,6,4827
-13.389623,1.6363356,clean,5,1877
-48.242893,-13.512587,clean,1,2157
-17.585024,-20.785275,clean,3,4821
-13.830628,-5.7090964,clean,5,4953
49.63919,22.381481,clean,8,5525
-4.8908405,5.037354,clean,5,5381
-24.843378,-24.208557,clean,3,672
-51.776165,17.422194,clean,7,323
-40.745865,20.262882,clean,7,5436
-53.215916,5.134644,clean,7,5450
-5.4410553,-10.821036,clean,5,6358
-22.89257,-19.157507,clean,3,372
-3.9800153,-27.546808,clean,5,378
-18.334707,-3.193325,clean,5,7706
-50.280262,-21.32868,clean,1,2178
23.471945,-32.388332,clean,2,5237
29.594446,15.61434,clean,0,5478
50.387344,-12.350566,clean,9,5452
-20.307505,25.78008,clean,4,5623
-41.18201,-2.996668,clean,7,6772
-20.959661,21.549824,clean,4,1111
-12.116237,-23.8728,clean,3,5528
5.06724,15.649634,clean,6,3777
-2.163987,-4.630597,clean,5,2458
18.573294,-33.611202,clean,2,4921
58.959618,9.250265,clean,8,3015
41.2869,12.126591,clean,8,7476
31.200802,-34.78064,clean,2,1520
14.171945,8.099444,clean,6,6713
-59.92357,-13.488497,clean,1,1852
-3.593067,-27.971146,clean,5,2268
59.839375,16.884686,clean,8,151
3.1811721,13.821351,clean,6,890
-51.61326,-27.51527,clean,1,825
-32.17828,-25.269712,clean,3,2536
16.674826,-51.70533,clean,2,470
-57.793705,-19.700891,clean,1,5256
49.28475,-12.657067,clean,9,2011
24.467026,46.54774,clean,0,7150
3.4762864,13.135301,clean,6,449
-19.88729,34.763767,clean,4,2704
37.159424,11.5677,clean,0,3437
-23.845968,-12.216145,clean,3,3375
57.095135,3.3705966,clean,8,4552
-0.55641484,22.889986,clean,6,920
37.43369,9.237449,clean,0,2242
58.771698,11.878561,clean,8,2745
-53.6403,-0.096910946,clean,7,1032
-17.749687,-25.178097,clean,3,365
-4.5129037,-12.327931,clean,5,4850
32.32476,42.46841,clean,0,4819
3.4631457,23.58451,clean,6,7338
21.896805,46.17557,clean,0,7372
-51.334732,-28.080662,clean,1,1090
-20.649986,30.22818,clean,4,5062
14.5264845,-32.890995,clean,2,981
2.1804373,1.1154312,clean,6,5857
-22.554943,-4.375041,clean,1,1986
-21.726152,-4.953793,clean,1,5560
24.713482,-40.683037,clean,2,1814
59.73134,10.441418,clean,8,194
-58.3822,-15.540191,clean,1,1993
22.570206,-38.78664,clean,2,5333
51.52039,18.319763,clean,8,4311
21.018759,-40.952408,clean,2,7425
-1.8025049,-22.070019,clean,5,3889
-42.32403,4.9097033,clean,7,4308
-14.290484,10.888347,clean,4,1960
31.863003,37.946293,clean,0,4399
15.287655,5.7222266,clean,6,3191
-6.0005445,-15.020121,clean,5,1626
-28.657923,-26.434126,clean,3,176
0.077161886,13.867408,clean,6,7726
-10.545039,1.0528619,clean,5,2334
23.130482,48.424725,clean,0,1648
-53.87571,3.110288,clean,7,6084
29.102272,43.579185,clean,0,3455
38.443077,-18.121841,clean,9,1468
-41.27098,-1.4279269,clean,7,1296
-20.37611,24.202,clean,4,5213
54.912598,-19.697987,clean,9,7047
37.156013,-13.694151,clean,9,5360
19.00805,-31.78991,clean,2,5824
55.626232,2.4588552,clean,8,7460
-53.904316,15.304149,clean,7,4791
23.085897,-34.027016,clean,2,6692
35.895817,-0.6964387,clean,9,6931
55.115425,8.430714,clean,8,667
-0.84093976,19.326506,clean,6,7781
-15.663241,-10.369874,clean,3,7793
54.1708,-12.224399,clean,9,1411
-49.645947,7.182204,clean,7,1473
-7.2777658,-5.2154937,clean,5,7130
-24.89597,0.41424748,clean,7,1956
-15.804359,-7.966678,clean,5,6716
-0.7088892,-4.707673,clean,5,4106
8.441663,16.971714,clean,6,3494
-18.240562,34.40945,clean,4,691
-38.745117,-13.541563,clean,1,5220
-27.112309,-28.828524,clean,3,4908
-63.77662,-23.596485,clean,1,7029
19.492336,40.054855,clean,0,4130
41.311714,-11.628985,clean,9,7938
-9.993919,-9.149035,clean,5,5101
51.272392,-16.798738,clean,9,1515
-22.8203,24.581896,clean,4,3287
60.413403,16.05646,clean,8,716
-52.449993,3.0410492,clean,7,4236
-3.647358,17.42802,clean,6,5408
-11.933988,-8.194858,clean,5,5496
-17.665674,21.247448,clean,4,3365
-13.678686,-25.139952,clean,3,4323
-19.428822,23.927393,clean,4,5467
-12.510278,-4.2320366,clean,5,1644
54.294636,24.689249,clean,8,3948
-55.787453,11.935394,clean,7,6726
20.168194,-38.446712,clean,2,5395
-45.920883,8.449338,clean,7,1579
27.586517,42.020817,clean,0,5918
-4.2488117,-20.638323,clean,5,7041
-22.860405,35.809723,clean,4,506
0.7127657,12.775323,clean,6,4011
49.64811,-10.984171,clean,9,5981
18.020548,-47.04887,clean,2,409
-45.956097,-12.35045,clean,1,6954
15.552545,5.140938,clean,6,7555
22.633442,47.181393,clean,0,3965
34.80982,1.5149893,clean,9,7266
20.352884,49.69097,clean,0,4785
15.203447,-34.29085,clean,2,6028
26.66134,-38.916252,clean,2,6503
-13.61977,-13.541223,clean,5,6414
12.665674,10.015429,clean,6,5382
-64.128334,-24.19562,clean,1,6836
-21.316986,22.530838,clean,4,6508
-22.000835,30.424385,clean,4,3994
35.556694,-7.959077,clean,9,3942
-55.125637,14.527629,clean,7,3542
-21.055462,-18.092213,clean,3,6952
-29.128418,12.339212,clean,5,4290
53.309765,24.804163,clean,8,7446
-47.705116,-25.580893,clean,1,6169
-48.439423,-23.640242,clean,1,1109
-18.96637,21.14995,clean,4,3179
-55.69087,13.972353,clean,7,7835
-51.087128,-25.020311,clean,1,7390
-3.4536242,-28.766632,clean,5,568
-22.319973,31.394667,clean,4,4629
52.6637,10.079356,clean,8,7138
35.58939,-8.808046,clean,9,5284
21.203362,50.601013,clean,0,3
-57.26233,-15.855161,clean,1,2690
-5.8466234,21.405128,clean,6,5858
-20.495049,33.279804,clean,4,1266
-20.845198,28.963558,clean,4,3034
43.49158,-14.336151,clean,9,2655
-42.852257,22.193974,clean,7,6190
55.412872,5.7831974,clean,8,4170
52.331932,-16.998848,clean,9,7380
35.19636,-16.384209,clean,9,7752
23.742842,-7.8784366,clean,9,3996
-29.03326,-23.75774,clean,3,1204
42.245167,-12.235261,clean,9,1654
-2.607043,19.753716,clean,6,4746
-22.770115,-28.282373,clean,3,4590
29.043114,34.169117,clean,0,562
-4.610217,13.993218,clean,6,7108
30.686234,31.44661,clean,0,5999
21.037832,-37.00801,clean,2,1403
-52.44225,14.742382,clean,7,4403
26.48754,-42.05959,clean,2,6332
20.772057,-34.859592,clean,2,6264
55.12305,-17.97976,clean,9,303
-19.666239,-30.589,clean,3,791
22.941196,-41.801327,clean,2,3067
39.833794,11.462232,clean,0,484
-16.8037,-24.4707,clean,3,1370
35.01783,2.98268,clean,8,4069
14.9800005,42.895134,clean,0,7373
-21.867842,5.649136,clean,3,4330
-9.8643,-19.127665,clean,5,5701
18.095718,42.109043,clean,0,7465
-23.534676,-11.139788,clean,3,1531
59.027405,9.808054,clean,8,4676
-24.151028,-14.235615,clean,3,4531
52.23146,24.485804,clean,8,706
51.498066,22.341516,clean,8,2844
19.03037,-33.406933,clean,2,3755
-41.620613,19.22441,clean,7,5848
38.704254,-18.658754,clean,9,2114
35.4631,9.712599,clean,0,3876
-18.70736,-30.747572,clean,3,677
-30.211323,-24.647154,clean,1,2116
-52.592743,10.109668,clean,7,4661
11.496071,8.850115,clean,6,2676
35.871216,37.240974,clean,0,3025
33.19527,-7.238719,clean,9,4449
6.389791,14.472217,clean,6,977
57.723522,4.9941187,clean,8,4990
16.892153,42.386284,clean,0,7309
-56.237286,14.846926,clean,7,1048
-27.333883,-12.490504,clean,3,3276
26.735672,-11.231456,clean,2,5512
-17.220863,28.879328,clean,4,7692
-62.91628,-23.064844,clean,1,1436
35.111336,-14.569417,clean,9,7544
-31.262022,-26.988338,clean,3,3383
26.679234,44.471733,clean,0,1977
38.191483,11.228965,clean,0,2750
7.1770587,14.671025,clean,6,7996
-9.614071,-3.8940265,clean,5,6989
-7.2322025,-27.500841,clean,3,1431
-7.440088,-24.877071,clean,3,7416
-14.510423,-7.0881553,clean,5,4547
16.958607,37.30316,clean,0,42
28.19606,44.454277,clean,0,5117
10.44747,6.6104736,clean,6,4411
-19.810572,20.010735,clean,4,5789
23.539577,-30.934061,clean,2,483
-43.487988,-1.9121586,clean,7,6650
-34.71512,-25.39174,clean,3,4881
-25.499104,-22.829058,clean,3,391
-54.909927,15.349524,clean,7,370
46.03455,-15.499283,clean,9,419
39.70349,-10.83745,clean,9,3318
50.525494,1.6120785,clean,8,4355
-23.18818,21.6986,clean,4,5402
-1.245792,-8.99761,clean,5,5332
43.95997,-11.96471,clean,9,239
17.367802,-51.047863,clean,2,6271
50.2361,20.696585,clean,8,1129
-29.253204,12.104268,clean,5,2391
46.177303,-13.088793,clean,9,191
53.145985,-15.828984,clean,9,5447
-13.107083,36.238674,clean,4,6528
-27.201551,-25.933529,grayscale,3,632
42.431313,-9.679144,grayscale,9,131
-50.951317,0.8418192,grayscale,7,7081
55.19564,-15.067119,grayscale,9,1836
21.046844,46.90103,grayscale,0,6437
36.06892,39.732147,grayscale,0,6609
-45.07946,13.1736765,grayscale,7,3467
-23.578434,-26.212542,grayscale,3,1401
14.659432,-34.622593,grayscale,2,1839
-19.847439,-29.084955,grayscale,3,4168
19.077131,-42.90641,grayscale,2,35
51.8813,6.3570275,grayscale,8,4177
-46.498924,6.2675385,grayscale,7,7270
-4.579977,-7.671825,grayscale,5,2265
-43.542576,19.145525,grayscale,7,3288
52.508358,7.8999305,grayscale,8,5451
-26.01626,-11.345907,grayscale,3,4023
-51.96887,-26.726364,grayscale,1,261
-9.580798,-1.3274729,grayscale,5,4570
-6.9375963,-16.190054,grayscale,5,4966
-61.648834,-17.055384,grayscale,1,7955
-15.346651,34.69423,grayscale,4,6288
50.338634,17.456928,grayscale,8,7810
-52.09446,15.008854,grayscale,7,1927
-26.316296,-2.7609336,grayscale,1,1871
-2.963378,-6.998459,grayscale,5,6922
-17.185822,35.048473,grayscale,4,3512
-0.55108505,24.268267,grayscale,6,4754
20.63682,-24.991129,grayscale,2,714
47.16028,15.074273,grayscale,8,2191
24.899553,43.29732,grayscale,0,4615
54.10291,19.641897,grayscale,8,4662
40.874893,-8.422841,grayscale,9,5915
14.894609,16.163408,grayscale,4,766
16.086246,-51.30622,grayscale,2,5218
59.90771,8.980557,grayscale,8,2340
41.056835,14.828941,grayscale,8,1954
45.20845,18.04248,grayscale,8,7875
6.622694,17.842377,grayscale,6,3418
41.84634,-8.915124,grayscale,9,5572
-51.17455,1.9131677,grayscale,7,5977
-52.90137,-23.072222,grayscale,1,5123
55.447063,-19.034748,grayscale,9,5851
55.08476,-13.52386,grayscale,9,4094
-0.9381786,24.436853,grayscale,6,4254
-50.04884,13.546546,grayscale,7,2501
-61.72016,-15.814994,grayscale,1,6938
-15.4884205,30.73004,grayscale,4,171
-40.354774,-11.383956,grayscale,3,4215
55.498314,19.18467,grayscale,8,5705
-14.72834,31.848223,grayscale,4,3458
-49.414486,17.286566,grayscale,7,1220
53.120205,5.6151824,grayscale,8,962
-10.5881815,-20.931007,grayscale,5,2950
-3.8697562,-10.932527,grayscale,5,2623
31.120602,41.10766,grayscale,0,4539
16.056673,43.16106,grayscale,0,1553
-8.130752,29.005894,grayscale,4,4740
26.225636,45.226498,grayscale,0,6844
-45.814102,17.852974,grayscale,7,2668
-45.376698,18.20826,grayscale,7,3153
-12.694436,23.37928,grayscale,4,5135
-26.763647,-19.056452,grayscale,3,2291
-51.398407,-18.891626,grayscale,1,116
-27.834778,-21.760885,grayscale,3,7797
-28.027456,-21.012428,grayscale,3,4609
31.64047,35.331894,grayscale,0,81
1.7388573,22.224585,grayscale,6,5580
18.657185,-42.130325,grayscale,2,3024
-1.3844367,-27.255981,grayscale,5,2766
46.368237,13.467743,grayscale,8,5000
4.271351,3.3899126,grayscale,6,2610
31.708773,18.26162,grayscale,0,2024
-9.595397,30.183184,grayscale,4,6097
9.151259,3.115291,grayscale,6,964
22.755842,44.042282,grayscale,0,7634
47.56337,16.767237,grayscale,8,6434
16.73413,-50.714493,grayscale,2,5183
38.316517,15.101024,grayscale,0,6986
-3.1313555,-8.683038,grayscale,5,645
31.388412,40.784912,grayscale,0,3347
16.925987,-40.82585,grayscale,2,5677
53.942245,7.434592,grayscale,8,3412
-58.150124,-19.581442,grayscale,1,3937
-2.6584246,23.77926,grayscale,6,873
33.66434,-4.92731,grayscale,9,2167
-28.097748,-23.373358,grayscale,3,6490
-11.422558,-15.565608,grayscale,3,738
14.488879,-36.569885,grayscale,2,6616
8.865375,2.5945218,grayscale,6,4093
42.139954,-13.897073,grayscale,9,5788
61.154305,5.800218,grayscale,8,7818
-44.931244,-8.123688,grayscale,1,304
17.407433,-28.009087,grayscale,2,2082
-48.572582,10.442305,grayscale,7,2746
-8.487373,33.54092,grayscale,4,7944
53.150284,3.9938478,grayscale,8,6689
41.314095,-7.6316504,grayscale,9,2414
0.9779407,22.330194,grayscale,6,3779
-46.86745,-11.955465,grayscale,1,2095
32.39548,40.204227,grayscale,0,7262
53.543194,26.492485,grayscale,8,5694
-1.5172008,-28.40555,grayscale,5,7413
-50.757748,-26.97741,grayscale,1,6805
-47.48037,-1.5650411,grayscale,7,3446
-46.732597,-0.5028769,grayscale,5,2807
-14.04068,34.026203,grayscale,4,7940
-44.428303,18.174377,grayscale,7,4172
-7.128331,-26.639923,grayscale,3,7744
14.590881,-35.33849,grayscale,2,1586
51.4887,6.8756723,grayscale,8,7999
-50.970432,-13.114049,grayscale,1,6349
-49.022026,-26.843954,grayscale,1,6594
50.692547,25.29796,grayscale,8,2109
-61.13095,-16.053267,grayscale,1,3079
-44.017532,-10.229182,grayscale,1,2070
-12.726649,-6.5577636,grayscale,5,319
15.598506,42.98803,grayscale,0,2888
-9.922724,-0.6261932,grayscale,5,6224
-22.56268,-0.5554559,grayscale,5,3353
14.07649,-38.167717,grayscale,2,6244
-48.541107,9.099438,grayscale,7,4704
-9.9544525,-1.8403646,grayscale,5,2427
43.187004,-16.829596,grayscale,9,7995
-16.735392,34.13366,grayscale,4,1124
-50.163418,-17.082632,grayscale,1,6733
50.36403,-14.704382,grayscale,9,2062
38.30471,-11.441464,grayscale,9,805
-23.679186,-19.991413,grayscale,3,2028
19.053907,-39.157284,grayscale,2,2392
12.117895,7.379612,grayscale,6,3292
-50.995247,17.315083,grayscale,7,1440
-52.564976,-17.198994,grayscale,1,1115
60.243942,6.889058,grayscale,8,4242
53.590816,2.9748602,grayscale,8,2230
17.557505,-39.382435,grayscale,2,3163
17.967112,4.240502,grayscale,6,545
2.4394846,-13.048519,grayscale,5,3863
-52.071304,5.0173674,grayscale,7,4748
-9.978526,28.967112,grayscale,4,2399
6.9335456,19.823195,grayscale,6,4341
-17.101484,35.5398,grayscale,4,3078
-14.608864,29.415737,grayscale,4,3763
7.327219,19.6631,grayscale,6,2958
14.515147,9.627294,grayscale,6,6381
45.279884,18.934164,grayscale,8,1640
45.797543,16.9873,grayscale,8,1783
-29.185291,-26.177818,grayscale,3,3914
14.143742,13.132918,grayscale,6,1534
-1.132965,-13.395568,grayscale,5,685
32.453983,40.583256,grayscale,0,4617
50.730495,-13.548074,grayscale,9,5508
44.555637,-8.12609,grayscale,9,1022
-53.229954,-23.516382,grayscale,1,1230
-5.1728706,26.789495,grayscale,4,7475
19.696016,-40.940178,grayscale,2,5756
-10.742098,33.274227,grayscale,4,3122
-60.841457,-18.446619,grayscale,1,7202
42.02357,-8.92762,grayscale,9,4723
-4.9361897,-8.384817,grayscale,5,1552
48.97345,-8.246483,grayscale,9,603
-21.577576,-27.224392,grayscale,3,2861
19.90832,-40.334545,grayscale,2,6426
-13.828695,31.207113,grayscale,4,7864
3.923805,21.751965,grayscale,6,5729
-3.9865675,-6.528162,grayscale,5,7474
-60.63566,-14.404827,grayscale,1,4298
24.224031,43.88941,grayscale,0,1175
17.52688,-35.53963,grayscale,2,3454
-27.198664,-24.23969,grayscale,3,2754
-6.516992,26.635668,grayscale,4,855
-48.472725,15.901931,grayscale,7,2854
-62.39283,-14.564613,grayscale,1,5092
52.16658,-10.813616,grayscale,9,5590
-20.61961,-28.51073,grayscale,3,4463
20.500301,-25.137539,grayscale,2,5318
-5.2993608,25.886736,grayscale,6,3515
-16.63465,34.845078,grayscale,4,4642
53.314632,-19.148365,grayscale,9,852
51.462914,4.656298,grayscale,8,1247
16.7561,-39.589516,grayscale,2,7084
46.56997,-10.595021,grayscale,9,5301
7.7877893,19.9405,grayscale,6,5082
-7.89613,29.271074,grayscale,4,5077
-33.403454,-4.067089,grayscale,3,1563
-49.080765,14.192349,grayscale,7,29
-48.689007,11.047931,grayscale,7,3867
16.55117,14.175906,grayscale,6,4620
23.201538,-22.368011,grayscale,2,4065
1.6443938,-13.31621,grayscale,5,1095
-26.071682,-25.196255,grayscale,3,4229
-19.172398,-8.766256,grayscale,3,3562
45.450584,17.031776,grayscale,8,2342
13.68278,14.245984,grayscale,6,1667
-50.8812,-13.051027,grayscale,1,7033
-34.51049,11.273768,grayscale,7,1771
52.880695,4.2878304,grayscale,8,3157
-8.334804,-26.053755,grayscale,3,3851
-43.201992,19.521685,grayscale,7,1287
21.058838,40.865677,grayscale,0,7320
8.163262,19.350767,grayscale,6,7600
-6.368067,-17.332624,grayscale,5,3852
-46.06137,13.782943,grayscale,7,269
-44.926933,14.295832,grayscale,7,1703
-9.266848,-5.413514,grayscale,5,7776
-9.714563,33.68327,grayscale,4,3891
15.782447,41.258488,grayscale,0,7009
22.566826,45.12509,grayscale,0,4893
54.196064,-18.873108,grayscale,9,2351
-45.985477,-27.827742,grayscale,1,3550
